,partyKey,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14
405,9,2,4,2,4,4,3,4,3,3,3,3,4,4,4,2
406,9,3,5,3,4,3,4,3,3,3,2,4,4,4,3,1
407,9,1,3,1,3,5,2,4,4,4,1,4,3,1,4,1
408,3,1,3,1,3,5,5,5,5,1,1,4,5,1,2,4
409,8,1,1,1,2,4,3,5,3,1,1,1,5,3,3,3
410,8,1,4,2,2,5,4,5,3,3,1,2,5,3,2,4
411,6,2,5,3,2,5,5,5,4,1,1,4,5,1,4,5
412,2,4,5,2,4,2,4,5,4,1,2,4,4,4,2,1
413,5,5,3,5,5,1,3,2,1,5,3,3,2,4,5,2
414,5,5,5,5,5,2,4,5,1,5,3,5,3,5,5,1
415,7,1,4,1,4,4,5,5,3,1,1,1,5,1,5,5
416,7,1,2,2,2,5,5,5,4,4,1,1,5,1,5,5
417,9,4,2,4,5,2,2,4,2,1,3,5,4,3,2,1
418,9,4,3,4,5,4,4,3,1,4,3,5,4,5,2,4
419,9,5,4,4,4,3,4,3,4,3,1,5,3,5,3,3
420,9,5,3,5,5,2,3,5,1,5,2,5,4,5,4,1
421,3,1,1,1,1,1,5,5,5,1,1,1,5,1,5,5
422,3,1,1,1,1,5,5,5,5,1,1,3,5,1,4,3
423,8,1,2,1,1,5,5,5,3,3,1,2,5,1,5,3
424,7,1,2,1,2,5,5,4,4,3,1,2,5,3,4,5
425,7,1,2,1,2,5,5,5,2,2,1,2,5,2,5,4
426,4,5,4,5,5,1,3,2,2,3,4,4,3,4,5,1
427,1,1,1,1,4,3,4,3,2,4,3,2,4,3,4,1
428,9,2,2,4,5,2,1,3,3,3,4,4,3,4,3,1
429,9,3,4,3,5,5,5,4,3,5,1,2,1,4,5,1
430,3,1,1,1,1,5,5,5,5,1,3,1,5,1,5,5
431,8,1,4,1,1,5,4,5,4,1,1,4,5,3,2,2
432,8,1,1,1,2,5,5,4,5,1,1,4,4,4,1,3
433,8,1,2,1,4,4,5,5,4,2,2,2,4,2,3,3
434,8,1,1,1,1,5,5,5,4,1,1,3,5,3,4,4
435,8,1,1,3,5,4,5,5,3,3,1,2,5,4,2,5
436,8,1,1,1,4,3,4,4,4,3,2,1,4,1,3,4
437,6,1,1,1,1,5,5,4,4,1,1,1,5,2,4,4
438,6,1,1,1,1,4,5,5,1,4,1,3,4,1,5,1
439,6,2,2,1,1,2,5,5,4,1,2,2,4,2,5,4
440,2,4,4,3,4,1,1,4,2,4,3,4,3,5,4,3
441,2,4,1,5,5,4,5,4,1,4,1,5,4,5,5,1
442,1,2,3,3,3,4,5,5,1,5,3,5,5,5,1,3
443,1,1,1,1,1,5,4,4,1,1,1,3,4,4,2,2
444,9,4,4,3,4,5,4,5,4,3,3,5,4,5,4,3
445,9,2,4,4,4,1,4,5,4,2,1,5,4,5,1,1
446,9,4,5,5,5,4,4,5,4,1,4,5,5,5,5,2
447,0,3,4,1,2,4,5,5,3,1,1,4,5,1,5,5
448,8,1,2,1,2,5,2,3,4,1,1,4,3,2,4,3
449,6,2,4,1,1,5,5,5,4,1,2,5,4,3,2,4
450,6,2,4,1,4,5,5,4,5,2,1,1,5,2,2,4
451,6,2,1,1,1,5,4,1,5,1,1,5,5,1,2,4
452,2,5,4,4,4,4,4,5,3,1,1,4,3,3,5,1
453,2,2,2,3,4,1,3,3,1,3,3,1,1,4,5,1
454,2,4,1,4,2,4,5,3,1,4,2,5,5,5,5,3
455,7,1,2,2,4,4,4,4,5,1,1,2,5,2,4,5
456,7,1,2,1,2,5,5,5,3,1,1,2,4,2,4,4
457,7,1,2,1,1,5,2,4,4,3,3,4,4,2,0,4
458,9,4,3,2,4,5,4,2,4,4,4,4,3,5,2,2
459,9,4,5,1,5,4,4,2,2,3,5,5,4,5,2,1
460,9,4,4,5,2,2,5,4,4,2,4,5,5,5,2,1
461,9,3,3,3,4,4,3,4,2,2,2,4,3,3,4,3
462,9,3,3,3,4,4,2,4,3,2,3,4,4,3,4,2
463,9,4,2,4,4,4,5,4,3,3,4,4,3,4,5,3
464,9,1,2,1,1,5,5,5,0,0,2,1,5,0,4,1
465,8,1,4,2,4,5,4,5,3,3,2,3,5,2,3,2
466,8,2,4,1,4,4,3,5,3,1,2,3,4,2,2,3
467,8,1,1,1,1,2,4,5,5,1,1,2,5,1,3,4
468,8,1,1,1,2,1,1,5,5,1,1,5,5,1,1,4
469,8,1,4,1,2,5,5,5,2,1,1,1,5,2,2,4
470,8,1,2,2,4,3,2,4,4,2,1,1,5,2,2,4
471,8,2,1,1,4,5,1,5,4,1,1,4,5,1,1,4
472,8,1,4,1,2,3,5,5,3,1,2,4,4,2,2,3
473,8,1,3,1,4,2,4,5,3,3,1,2,5,2,2,3
474,8,1,5,1,1,5,4,0,3,1,1,3,5,3,5,1
475,2,4,4,4,5,2,4,5,1,3,1,5,4,3,2,2
476,7,1,4,1,1,5,4,5,3,1,1,4,5,3,3,5
477,7,1,3,1,2,5,5,4,4,1,2,1,5,2,4,5
478,7,1,1,1,1,5,5,4,3,1,1,1,3,1,4,5
479,4,5,3,5,5,1,1,2,1,3,4,5,4,4,5,1
480,1,4,4,1,4,3,4,4,1,5,4,1,3,4,5,1
481,9,4,4,4,4,5,5,5,1,4,4,5,4,2,4,3
482,9,4,2,5,5,4,4,4,3,4,3,4,4,5,2,1
483,9,2,4,5,4,5,5,5,2,2,1,5,5,5,4,4
484,8,1,3,2,1,4,3,5,3,1,2,3,3,3,3,3
485,8,1,1,1,1,5,5,4,5,1,1,1,5,1,4,4
486,8,1,3,4,2,4,5,4,2,3,2,4,5,3,4,4
487,8,1,1,2,2,4,4,4,4,1,1,1,4,1,5,5
488,8,3,4,2,2,4,5,5,1,2,3,4,5,2,4,2
489,8,2,2,2,2,3,4,3,3,3,2,4,4,3,3,3
490,6,2,1,2,4,5,4,4,5,1,1,4,4,2,4,1
491,2,3,2,5,5,2,4,1,2,3,1,5,4,4,5,1
492,2,4,1,4,5,4,3,1,3,3,3,5,4,5,0,2
493,7,1,1,2,1,5,5,5,3,2,2,4,5,2,4,5
494,7,1,1,1,1,5,5,5,5,1,1,1,5,3,4,4
495,7,2,1,2,1,5,5,5,3,2,1,1,5,2,2,5
496,7,1,2,1,4,5,5,4,5,1,1,4,5,2,4,5
497,7,2,1,1,1,5,5,4,5,2,2,4,5,2,5,5
498,1,4,2,4,4,4,5,3,1,4,2,1,4,5,4,1
499,1,1,4,5,4,4,5,4,1,5,2,5,5,5,4,2
500,1,2,2,5,2,5,5,5,1,4,1,2,5,2,1,2
501,3,1,1,1,3,5,5,5,5,3,1,1,5,1,4,5
502,3,1,1,1,2,5,5,5,5,3,1,4,5,1,4,4
503,8,1,2,1,1,4,5,3,1,3,3,3,3,3,5,3
504,2,3,4,4,4,5,1,4,1,2,1,4,4,5,4,3
505,2,4,4,4,4,5,2,4,1,3,1,5,4,5,5,1
506,2,2,4,5,2,5,5,4,1,1,1,4,4,4,1,1
507,2,4,4,4,4,5,3,4,1,2,3,4,5,5,5,1
508,2,4,2,5,4,5,4,3,1,4,3,5,3,3,5,3
509,2,4,4,4,4,4,5,4,1,3,2,5,5,5,4,4
510,2,4,4,5,5,2,4,3,2,4,3,4,4,5,5,2
511,7,1,4,1,2,5,5,4,3,3,1,2,5,3,4,5
512,9,4,2,5,5,4,2,3,1,5,4,5,4,4,2,1
513,9,4,2,5,4,2,2,4,3,4,2,5,4,5,2,2
514,3,1,1,4,2,5,5,5,5,2,1,1,5,2,4,5
515,3,1,1,1,5,5,5,5,5,1,1,1,5,1,5,5
516,8,1,3,1,5,5,5,5,2,1,1,3,5,1,2,1
517,6,2,2,2,2,4,5,4,4,3,1,5,5,3,3,3
518,6,1,2,1,3,3,4,2,4,1,1,1,5,1,2,2
519,2,2,4,4,1,1,4,5,4,1,1,4,4,2,5,5
520,2,1,4,5,5,1,5,3,1,1,2,5,3,5,5,1
521,2,2,4,5,4,5,4,4,2,1,1,5,5,5,4,3
522,2,2,1,5,5,5,1,5,1,4,3,4,4,4,5,2
523,7,2,4,1,1,5,5,4,5,1,1,4,4,1,4,5
524,4,5,3,5,5,1,3,4,1,3,5,5,3,5,5,1
525,9,3,1,4,4,3,4,5,2,2,4,4,5,4,2,4
526,9,4,4,4,5,3,4,4,1,3,4,4,4,5,1,3
527,9,4,4,3,5,4,5,5,4,1,4,5,4,5,3,2
528,9,4,4,4,5,1,4,2,2,3,4,5,1,4,5,2
529,8,1,4,2,2,5,3,4,2,2,2,2,5,3,2,3
530,2,2,5,2,2,5,4,4,2,2,2,4,3,4,2,1
531,4,5,4,5,5,4,1,2,4,4,2,5,2,4,2,1
532,9,4,5,2,2,3,4,1,1,3,3,5,4,5,3,1
533,9,5,5,3,5,4,2,4,1,4,4,5,4,4,2,2
534,9,4,3,4,4,2,3,2,3,1,4,4,3,4,1,1
535,7,1,4,1,4,5,5,5,2,1,1,1,5,5,4,5
536,1,2,3,2,2,5,5,4,1,4,1,1,4,4,4,1
537,9,5,4,4,5,4,5,4,3,2,1,4,5,5,2,4
538,9,2,4,4,2,3,4,4,1,3,1,4,4,5,2,3
539,7,1,4,1,2,5,5,5,3,3,1,4,5,2,5,4
540,7,1,1,1,2,5,5,4,4,1,1,1,5,3,3,4
541,9,4,5,4,2,5,5,5,2,4,1,5,2,4,5,1
542,9,4,4,4,5,2,4,5,3,4,2,5,5,5,2,1
543,9,3,4,3,5,5,5,4,1,3,3,5,3,1,5,1
544,9,4,2,1,5,5,5,4,3,1,2,3,5,4,2,3
545,9,3,2,3,3,4,4,4,2,1,3,2,4,3,3,2
546,2,3,4,5,5,2,4,5,2,4,1,5,5,3,3,2
547,2,2,4,3,5,5,5,4,2,4,2,5,4,5,2,2
548,2,3,4,4,4,2,4,4,2,3,1,5,5,3,4,2
549,4,5,4,5,5,1,3,4,3,3,1,5,3,4,5,3
550,1,1,4,1,3,5,4,2,1,4,2,1,2,3,3,1
551,1,1,2,1,4,4,4,4,1,5,1,1,2,2,5,1
552,1,1,4,1,4,5,4,2,1,5,2,1,2,2,4,1
553,9,2,4,2,5,5,2,5,2,3,1,4,4,5,2,2
554,9,1,1,1,5,5,1,5,1,1,1,1,5,5,5,1
555,3,1,1,1,1,5,5,5,5,1,1,1,5,1,5,4
556,6,2,1,1,2,1,5,5,3,1,1,1,5,1,4,4
557,6,2,2,1,4,2,4,4,3,2,1,1,5,2,4,2
558,2,4,1,4,5,0,4,4,3,3,2,4,5,5,4,1
559,7,1,1,3,1,5,5,3,3,3,3,2,3,3,1,3
560,7,1,3,1,4,5,5,4,5,3,2,2,5,1,3,3
561,1,1,1,3,5,5,5,5,1,5,3,5,4,4,3,1
562,1,1,1,2,4,4,4,3,1,5,3,1,3,4,4,2
563,9,4,5,4,4,1,1,5,1,1,1,5,4,5,4,1
564,9,4,4,4,4,3,4,4,2,2,1,5,3,2,4,1
565,9,2,1,1,4,2,4,5,2,1,1,4,3,5,1,2
566,3,1,1,1,3,4,5,5,5,1,1,1,5,1,5,5
567,3,1,2,1,4,5,5,5,4,1,4,5,5,1,4,5
568,3,1,1,1,1,5,5,4,3,2,1,2,5,1,5,3
569,8,1,1,1,2,5,2,5,3,1,1,5,5,1,1,1
570,6,1,1,2,2,4,5,5,2,1,1,2,5,1,4,4
571,6,2,2,1,1,4,5,5,5,1,1,3,5,1,5,3
572,2,3,4,4,5,4,3,5,3,4,2,4,5,5,5,1
573,2,3,3,3,2,2,4,1,4,3,2,5,5,5,5,1
574,7,1,1,1,1,5,5,5,5,1,1,4,5,1,5,5
575,1,1,1,1,5,5,5,5,1,5,1,5,5,4,5,1
576,1,2,4,1,1,4,4,4,1,5,2,5,3,1,5,4
577,9,3,4,4,5,3,3,4,1,1,3,3,4,4,5,1
578,9,4,4,3,5,4,4,4,3,4,1,4,5,5,4,4
579,9,4,4,4,5,4,5,5,1,3,5,5,4,5,4,1
580,9,4,5,4,5,2,5,5,3,5,2,5,5,5,4,1
581,3,1,1,1,5,5,5,5,4,1,1,3,5,1,5,5
582,3,1,2,1,2,5,5,5,5,1,1,1,5,1,5,5
583,8,2,2,2,2,5,4,5,2,2,1,4,5,4,2,4
584,8,1,2,1,3,5,4,4,4,1,1,4,5,3,3,5
585,8,1,4,1,4,5,4,5,4,3,1,4,5,4,2,4
586,8,1,2,2,3,4,5,5,3,3,1,2,5,2,3,4
587,8,2,5,1,1,5,1,5,1,1,3,5,5,5,1,4
588,8,1,1,1,1,5,4,4,2,3,1,2,4,2,4,2
589,8,2,2,2,1,4,4,5,2,2,2,4,4,4,3,4
590,8,1,2,1,2,4,5,5,4,2,1,2,4,2,3,5
591,8,2,3,2,2,5,5,5,3,3,1,4,4,2,4,4
592,8,1,3,1,2,5,5,5,3,3,1,2,4,2,5,4
593,8,3,3,1,5,5,5,3,3,3,1,4,4,5,3,3
594,8,2,1,1,1,5,5,3,4,1,1,2,5,4,2,3
595,8,1,4,1,1,5,5,5,4,1,1,5,5,5,3,5
596,6,3,2,2,4,5,5,5,5,3,1,5,5,1,4,5
597,6,2,3,2,2,5,5,5,5,1,1,4,5,2,2,4
598,6,4,2,4,4,5,5,5,4,3,1,5,4,3,4,4
599,6,2,1,2,4,5,5,4,5,1,1,4,5,2,2,4
600,6,4,2,3,5,4,5,5,5,1,1,3,5,1,2,4
601,2,4,4,5,5,5,4,5,1,4,4,5,4,5,1,1
602,2,4,4,5,4,4,3,4,3,4,2,4,5,4,4,2
603,2,4,4,5,5,2,3,2,2,5,2,5,2,5,3,2
604,2,3,2,4,4,5,5,3,1,3,2,2,3,4,5,5
605,5,3,2,5,5,3,5,2,1,5,1,1,2,3,4,2
606,7,1,4,1,2,5,5,5,5,1,1,4,5,3,2,5
607,7,1,2,1,2,5,4,5,4,1,1,4,4,2,4,4
608,7,2,2,1,1,4,5,5,5,1,1,4,5,3,5,5
609,1,2,3,3,5,4,5,5,1,5,2,4,4,4,5,4
610,9,5,2,5,2,5,5,5,3,1,2,3,4,5,2,3
611,9,5,3,5,5,3,4,4,1,4,3,5,2,5,3,3
612,9,4,3,5,5,3,5,4,1,5,3,5,4,5,2,4
613,3,1,1,2,2,5,5,5,5,1,1,2,5,1,5,4
614,3,1,2,1,1,4,5,5,5,1,1,1,5,1,5,5
615,3,1,1,1,3,4,5,5,5,1,1,3,5,1,5,5
616,3,1,2,2,4,5,5,4,5,1,1,2,5,1,2,5
617,3,1,1,1,1,4,5,5,5,1,1,4,5,1,5,5
618,3,1,1,1,1,5,5,5,5,1,1,1,5,1,5,5
619,3,1,1,1,1,5,5,5,3,1,1,4,5,1,5,4
620,3,1,1,1,4,5,5,5,5,1,1,2,5,1,4,5
621,0,2,3,1,4,5,4,5,5,2,1,4,5,2,4,5
622,2,4,4,2,4,4,4,4,2,2,3,4,4,4,5,4
623,2,4,5,4,5,5,4,5,2,3,4,1,5,4,5,4
624,2,4,4,4,4,5,4,4,2,3,2,3,4,5,3,4
625,2,4,3,5,5,4,5,3,2,3,1,5,5,5,4,1
626,2,5,5,5,4,4,1,1,1,4,2,5,5,4,5,1
627,2,2,3,2,5,3,5,4,3,3,3,4,5,4,2,2
628,5,1,4,5,5,4,4,5,1,5,2,5,4,2,5,4
629,7,1,4,1,1,4,5,5,4,3,2,2,5,1,4,4
630,7,1,1,1,1,5,5,5,4,1,1,2,5,1,4,5
631,4,5,2,5,5,1,2,4,1,3,5,5,3,5,5,1
632,4,5,4,5,5,1,1,3,1,3,5,5,3,5,4,1
633,4,5,3,5,5,3,1,5,1,4,4,5,5,3,3,2
634,9,4,2,5,5,4,2,4,3,3,3,5,5,5,2,2
635,9,2,2,5,5,3,2,4,3,4,3,4,4,5,2,1
636,9,4,4,3,5,5,2,4,1,5,5,5,5,5,3,1
637,9,5,2,5,5,4,2,4,5,1,4,1,5,5,4,1
638,9,4,2,2,4,5,5,5,4,4,3,4,4,5,3,1
639,9,1,1,3,2,5,5,5,2,5,1,4,5,4,4,1
640,3,1,3,3,1,5,5,5,5,1,1,2,5,1,5,5
641,3,1,2,1,1,4,5,5,5,2,1,3,5,1,4,5
642,3,1,1,1,1,2,5,5,5,1,1,1,5,1,5,4
643,0,1,1,1,1,3,5,5,3,1,1,1,5,1,5,5
644,8,1,1,3,2,5,3,4,3,3,1,4,5,3,3,4
645,8,1,1,3,1,5,5,5,5,1,1,4,5,3,4,4
646,8,1,2,2,2,1,5,5,5,1,1,1,5,1,5,5
647,8,1,4,4,5,3,5,5,5,1,1,2,5,3,4,3
648,7,1,4,1,1,2,5,5,3,1,1,2,5,2,5,4
649,7,1,1,4,4,5,5,4,5,3,1,3,4,1,5,4
650,8,2,1,4,2,4,4,5,3,2,1,4,5,4,4,4
651,8,1,2,2,2,2,4,4,4,2,2,2,4,2,4,4
652,6,2,4,1,5,5,2,4,5,1,1,5,5,4,2,4
653,6,2,2,1,1,4,5,4,4,1,1,2,5,2,5,5
654,2,3,4,5,4,3,5,5,3,2,1,4,5,4,5,4
655,7,1,3,1,5,5,5,5,2,1,1,4,5,4,5,4
656,7,1,2,1,4,4,5,4,3,3,1,4,5,4,5,4
657,4,1,5,5,5,5,5,5,3,3,3,5,5,3,4,4
658,9,4,2,5,5,3,2,4,2,4,2,5,3,5,1,1
659,9,3,4,4,5,2,3,5,1,3,3,5,3,5,3,1
660,9,5,4,5,5,1,5,4,1,4,3,5,1,5,4,1
661,6,1,1,1,4,5,5,5,5,1,1,1,5,1,4,4
662,2,3,4,4,4,5,2,3,2,5,1,4,5,5,5,2
663,7,1,4,1,1,5,4,5,4,2,1,2,5,2,5,5
664,7,1,1,1,1,4,4,5,5,2,1,4,5,3,4,5
665,7,1,2,1,1,5,5,5,4,4,2,5,5,3,5,5
666,9,2,2,1,2,4,4,3,3,2,2,4,5,2,3,2
667,9,4,2,4,2,3,4,5,2,1,1,5,2,3,1,1
668,9,4,5,5,5,5,1,5,1,4,1,5,1,5,1,1
669,9,1,1,3,2,4,4,4,3,4,4,4,4,3,2,1
670,9,3,2,2,2,4,4,4,4,2,2,3,2,2,4,1
671,8,2,2,3,3,4,4,3,3,3,2,4,4,3,3,3
672,7,1,2,3,1,5,5,3,4,1,1,1,5,1,4,3
673,7,2,2,1,1,5,5,3,4,1,1,4,5,2,5,4
674,7,1,1,3,5,5,5,3,4,1,1,2,5,1,5,4
675,7,1,1,1,1,5,5,4,3,2,1,1,5,1,4,5
676,7,1,2,1,1,5,5,4,2,3,3,4,4,4,4,5
677,1,4,4,3,1,5,5,3,1,5,5,5,5,5,3,3
678,1,2,2,1,1,5,4,1,1,4,2,4,2,4,2,1
679,9,4,1,5,4,5,5,5,3,2,1,5,5,4,1,1
680,9,4,3,2,4,5,5,3,1,4,3,5,3,5,5,2
681,3,1,1,1,1,5,5,5,5,1,1,2,5,2,5,4
682,2,4,4,3,3,3,5,1,2,3,3,5,1,3,5,1
683,2,2,2,5,5,2,4,3,3,1,2,4,5,3,3,4
684,2,5,5,5,5,4,3,3,3,3,4,5,4,3,3,1
685,5,5,4,5,5,1,4,2,1,5,4,4,3,1,4,3
686,9,4,1,5,5,5,5,5,2,2,1,5,5,4,4,4
687,3,1,1,1,2,3,5,5,5,1,1,2,5,1,5,5
688,3,1,1,1,2,3,5,5,5,1,1,1,5,1,5,5
689,2,3,4,3,5,3,3,3,3,3,3,4,3,4,4,3
690,2,1,4,5,5,2,2,4,2,2,2,4,1,4,5,1
691,1,1,2,2,3,2,4,3,1,5,3,3,3,5,4,1
692,9,4,1,4,5,3,1,5,1,3,1,4,3,5,2,1
693,8,1,2,2,2,4,3,5,3,2,2,5,5,3,2,4
694,2,4,4,4,5,4,5,5,4,4,1,4,4,1,3,1
695,7,1,1,1,4,4,5,5,4,1,1,2,5,2,4,5
696,7,1,3,1,3,4,5,5,3,3,2,5,5,2,3,5
697,9,4,2,4,4,4,2,4,3,4,2,4,4,4,2,1
698,9,3,5,3,5,5,4,4,2,3,2,5,5,1,4,1
699,4,5,3,5,5,2,2,5,3,3,4,4,3,5,4,2
700,1,1,2,3,4,2,2,4,1,5,4,2,4,4,4,2
701,9,1,2,3,2,4,3,2,3,5,4,5,2,4,2,1
702,9,2,4,1,4,3,4,5,4,2,3,3,2,4,4,3
703,9,2,1,4,5,4,5,4,3,1,4,4,5,3,2,2
704,9,1,2,2,4,5,4,5,2,2,3,4,4,4,3,2
705,9,2,4,1,3,5,1,5,4,3,3,5,5,5,5,5
706,3,1,1,1,1,4,5,5,5,3,1,1,5,3,5,5
707,8,1,1,1,1,4,4,4,2,2,1,2,4,2,4,2
708,8,1,1,1,2,5,4,3,1,3,1,2,3,2,3,2
709,8,1,4,1,2,5,5,1,3,1,1,5,2,5,5,1
710,8,2,2,2,2,4,4,4,3,3,2,2,4,3,4,2
711,8,1,4,1,3,3,4,4,3,1,1,4,5,1,4,5
712,8,1,1,1,1,5,5,4,4,1,3,5,5,2,4,2
713,8,1,2,3,4,4,5,4,0,2,1,4,0,4,4,2
714,8,1,2,1,1,4,4,3,4,1,3,2,4,2,3,2
715,8,1,4,2,3,4,5,4,4,2,1,2,5,3,5,3
716,2,3,5,3,5,5,5,5,1,5,1,5,5,5,5,1
717,7,1,1,1,2,5,5,5,5,1,1,4,5,1,4,5
718,4,4,4,5,5,2,4,4,2,2,3,5,1,4,4,1
719,1,1,1,2,4,4,2,4,1,5,3,2,3,4,2,1
720,1,1,1,1,1,1,5,5,1,4,1,5,4,2,2,5
721,9,1,2,2,4,4,2,4,3,2,2,2,2,4,4,1
722,9,2,2,5,4,2,5,4,2,5,2,2,4,4,1,1
723,9,4,4,5,5,2,2,4,1,4,3,4,4,5,2,1
724,3,1,1,1,1,3,5,3,5,1,4,3,5,1,5,5
725,3,1,1,1,1,3,5,5,5,1,1,1,5,1,5,5
726,8,1,1,1,1,5,5,5,5,1,1,1,5,4,1,1
727,6,1,2,1,2,3,5,5,5,1,1,2,4,2,3,3
728,6,1,1,1,4,3,4,3,5,1,1,1,5,3,3,5
729,6,1,2,1,2,0,5,4,5,1,1,4,4,3,4,4
730,7,1,1,1,1,5,5,5,5,1,1,1,5,4,4,5
731,7,1,4,1,1,5,5,4,4,1,1,3,4,3,4,3
732,3,1,1,1,4,5,5,5,5,1,1,1,5,4,5,5
733,3,1,2,1,2,5,5,5,5,3,1,4,5,1,5,1
734,8,1,4,1,1,5,5,4,3,1,1,4,5,2,2,5
735,8,2,3,2,1,4,4,4,4,3,2,2,4,4,3,4
736,8,1,1,1,2,5,4,4,3,1,2,2,5,2,4,4
737,8,1,3,1,1,5,5,5,2,1,1,4,5,2,2,5
738,8,1,2,1,2,5,3,5,3,2,1,1,5,1,5,4
739,8,1,2,1,1,5,5,5,2,3,1,3,5,1,5,5
740,7,2,2,1,2,4,5,4,5,1,1,2,5,1,2,5
741,9,3,3,3,4,4,4,4,2,4,3,4,4,4,3,1
742,9,3,1,4,4,2,2,5,4,4,2,5,2,3,3,1
743,9,2,1,3,4,4,4,5,2,2,2,1,3,3,4,3
744,9,2,4,4,5,4,2,5,3,2,2,4,4,4,2,1
745,9,3,4,4,4,2,2,4,2,2,1,3,1,4,2,1
746,9,4,2,3,4,4,5,5,3,3,2,4,3,4,2,1
747,9,4,4,4,5,2,4,5,1,1,1,4,4,5,1,2
748,9,2,4,5,4,5,5,3,1,3,4,5,5,4,1,3
749,3,1,1,1,2,3,5,5,5,1,1,1,5,1,5,5
750,8,1,3,2,4,5,5,5,3,2,2,4,5,3,4,4
751,6,4,4,1,2,5,5,5,5,1,1,4,5,2,4,2
752,2,3,4,5,5,5,4,4,2,1,1,5,5,1,5,1
753,2,5,2,4,5,4,5,3,3,3,2,5,5,1,3,1
754,2,4,3,5,5,5,5,2,1,4,2,5,5,4,2,1
755,2,3,5,4,4,4,4,4,3,3,3,4,4,5,4,3
756,7,1,1,1,1,4,5,4,4,3,1,2,5,1,4,4
757,1,1,1,1,5,4,4,3,1,5,4,5,5,3,3,1
758,1,1,1,2,1,4,5,5,1,5,1,2,5,5,5,1
759,1,4,1,2,5,2,5,1,1,5,4,4,5,2,5,2
760,1,1,2,4,4,5,5,5,1,5,1,1,4,4,4,5
761,9,5,5,4,2,4,2,4,2,1,2,5,5,5,2,1
762,9,4,1,3,4,3,4,5,1,3,2,1,5,5,2,1
763,9,2,1,3,1,3,4,4,3,2,3,4,3,4,4,1
764,9,3,2,4,5,3,5,5,1,4,5,1,3,5,4,1
765,9,5,5,4,4,4,4,5,4,2,3,5,5,5,2,1
766,9,4,4,3,4,5,2,4,3,4,3,5,5,4,2,1
767,9,3,4,4,4,5,4,4,1,3,3,5,5,4,4,1
768,9,4,2,3,5,4,5,4,1,3,3,4,4,5,3,1
769,9,4,2,4,5,4,2,4,1,4,4,5,4,5,5,1
770,3,1,1,3,1,5,5,5,5,1,1,3,5,2,5,5
771,8,1,2,1,4,4,4,5,3,2,2,5,5,2,4,4
772,6,2,4,1,4,5,5,5,5,1,1,4,5,3,3,5
773,6,1,4,2,2,4,4,3,5,1,1,4,5,3,3,2
774,6,2,3,2,1,4,4,4,4,2,1,4,3,2,4,3
775,2,5,3,3,4,4,4,3,3,4,4,4,1,2,5,2
776,7,1,2,1,1,5,5,5,4,2,2,1,5,1,5,5
777,4,5,4,5,5,5,2,4,2,2,5,5,3,5,4,1
778,1,1,3,3,4,5,4,5,1,5,3,5,4,5,3,3
779,9,4,1,4,4,4,4,4,4,3,2,4,4,5,2,1
780,9,2,2,1,4,5,4,5,1,3,4,5,3,5,1,3
781,6,3,3,1,4,5,3,4,5,1,2,5,5,4,3,3
782,6,1,3,2,3,4,4,4,4,3,1,2,4,1,3,2
783,6,3,4,1,2,5,5,5,5,1,2,1,4,1,2,4
784,2,3,1,5,5,2,1,5,4,3,3,5,2,5,5,1
785,2,4,2,5,5,5,4,4,1,5,3,4,4,5,5,1
786,2,5,5,5,5,2,2,4,2,4,2,5,4,5,5,1
787,2,4,4,5,5,2,4,5,2,4,3,4,2,5,4,2
788,7,1,1,1,1,5,5,5,4,1,2,1,5,1,2,5
789,7,2,1,1,2,4,5,5,5,1,1,4,4,2,2,5
790,7,1,2,1,1,5,5,5,4,1,1,4,5,1,3,5
791,4,5,4,4,5,1,1,2,1,5,5,5,3,5,5,1
792,1,3,2,4,3,4,5,3,1,5,3,5,4,5,2,4
793,1,2,1,2,1,3,5,4,1,5,1,4,5,4,4,4
794,9,5,1,5,5,4,2,5,2,5,2,2,5,5,2,1
795,9,4,3,4,4,1,5,3,1,5,4,5,4,4,2,4
796,9,4,4,4,5,4,4,4,3,3,1,4,4,5,2,2
797,3,1,1,2,4,5,5,5,4,1,1,1,5,1,5,5
798,3,1,1,1,4,5,5,5,5,1,1,1,5,1,5,5
799,3,1,1,1,2,3,5,3,5,1,1,1,5,1,5,5
800,8,1,2,3,4,5,3,5,1,1,1,5,5,3,1,3
801,8,2,4,3,4,5,4,5,4,2,1,2,5,2,3,4
802,6,1,4,1,3,5,4,3,5,1,1,5,5,2,3,3
803,6,2,4,1,2,4,4,4,5,1,1,4,5,4,4,3
804,6,2,4,1,4,2,5,5,5,1,1,4,5,5,2,2
805,6,1,2,1,1,3,1,5,4,1,1,4,5,3,4,4
806,7,1,4,1,2,3,5,4,4,2,1,4,4,2,5,4
807,7,1,2,1,2,5,5,5,5,3,1,3,5,2,3,4
808,9,4,5,4,5,4,3,5,2,3,4,5,5,4,1,1
809,9,4,4,4,3,5,4,4,3,2,3,4,5,1,4,1
810,9,4,1,5,5,2,0,0,0,2,0,0,0,0,2,1
811,3,1,2,1,3,2,5,4,5,1,1,1,4,1,4,5
812,3,1,1,1,2,4,4,5,5,1,1,1,5,1,5,5
813,8,1,4,1,2,5,4,1,3,3,1,5,3,2,4,4
814,8,1,2,1,1,2,5,5,4,1,3,3,4,3,3,3
