,partyKey,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14
815,8,1,1,1,2,4,4,5,4,3,1,2,5,1,4,4
816,8,1,2,1,1,3,3,5,4,1,1,1,3,2,4,4
817,8,1,3,1,4,4,5,5,4,1,1,4,5,2,3,4
818,8,1,1,1,2,5,4,4,0,5,1,0,4,4,4,1
819,8,1,2,2,2,4,5,4,3,3,3,2,4,1,4,4
820,8,1,2,1,1,4,4,4,3,3,1,3,4,3,2,3
821,8,1,1,1,4,5,5,5,2,2,1,2,5,2,3,5
822,8,1,1,2,5,5,5,4,4,2,1,4,3,4,4,4
823,4,5,4,5,5,1,1,5,1,3,5,5,3,4,5,1
824,1,3,5,3,4,3,3,4,1,5,3,4,5,4,3,1
825,9,4,4,3,5,5,3,3,2,3,1,4,3,3,4,1
826,9,5,5,5,5,3,1,4,1,4,3,5,3,4,5,1
827,9,2,2,2,5,2,2,5,3,1,1,5,3,3,4,1
828,9,4,5,4,5,5,5,4,1,4,1,5,5,5,4,5
829,6,2,1,1,1,5,3,4,5,1,1,3,5,1,2,3
830,2,3,1,5,5,4,5,1,1,3,4,4,2,1,4,2
831,7,1,2,1,2,4,4,5,5,1,1,1,5,1,2,5
832,7,1,2,1,1,5,5,5,5,1,1,1,5,1,4,5
833,1,1,1,1,1,5,5,5,1,5,4,3,3,4,5,3
834,9,3,2,3,5,3,5,5,2,3,2,5,5,2,4,2
835,9,2,4,4,2,4,4,5,2,4,3,1,0,4,4,1
836,7,1,2,1,1,5,5,5,5,1,1,3,5,1,5,5
837,7,1,2,1,1,5,5,5,4,1,5,4,5,2,5,5
838,7,2,2,2,2,5,5,4,4,2,2,1,5,4,4,4
839,4,5,2,5,5,3,1,4,5,4,3,5,4,5,4,1
840,1,1,4,4,3,5,5,2,1,5,4,4,4,4,5,4
841,9,2,3,4,5,4,4,3,3,4,3,5,4,4,3,1
842,9,2,3,3,4,4,4,4,5,1,2,3,5,3,5,2
843,9,2,4,2,4,4,4,4,2,3,2,4,4,4,4,3
844,9,5,2,5,5,1,1,2,2,4,2,5,4,4,1,4
845,9,2,4,1,1,4,4,4,4,2,2,4,3,4,2,4
846,8,2,4,4,4,1,5,5,4,3,1,4,3,2,3,4
847,2,2,2,5,5,4,5,5,3,4,3,2,4,3,5,1
848,2,5,4,5,5,4,4,5,3,4,2,5,4,4,1,2
849,2,3,4,5,5,4,5,3,2,3,1,1,5,4,5,3
850,2,4,4,5,5,4,4,1,1,5,4,5,2,5,5,1
851,2,4,4,5,5,4,5,5,1,3,3,3,4,4,5,3
852,7,1,1,2,1,4,5,5,5,1,1,1,5,1,5,5
853,7,1,4,1,2,4,5,4,5,2,1,4,5,1,4,4
854,4,5,4,5,5,3,4,4,1,3,4,4,1,5,2,1
855,4,5,4,5,5,1,2,3,1,5,5,5,1,3,4,1
856,1,1,2,3,2,1,2,2,1,3,1,5,5,4,4,2
857,1,3,2,4,2,2,4,2,1,5,2,4,2,4,4,1
858,9,2,4,4,4,5,5,5,4,1,1,4,5,4,4,1
859,9,4,2,5,5,4,3,4,3,5,3,5,5,5,4,1
860,3,1,2,3,4,5,5,5,5,1,1,1,5,1,5,4
861,8,2,4,1,4,4,4,5,3,2,1,5,4,3,1,5
862,8,1,4,1,4,4,5,4,5,1,1,4,4,2,4,4
863,8,1,1,1,1,5,5,5,4,4,1,5,5,2,5,5
864,8,2,2,2,4,5,4,5,3,1,2,2,4,2,4,4
865,8,2,4,2,5,5,5,4,4,1,4,2,5,4,4,2
866,8,3,1,3,4,4,4,5,3,3,1,1,5,3,3,3
867,6,2,4,2,3,4,4,5,5,1,1,4,5,1,5,5
868,6,2,4,2,4,5,5,5,5,1,1,2,5,1,4,4
869,2,4,2,3,4,4,5,2,3,1,1,4,4,4,4,2
870,2,4,3,5,5,4,2,4,3,4,2,4,4,4,4,1
871,7,1,2,1,3,3,5,5,3,1,3,1,5,2,4,5
872,7,1,1,2,3,4,5,5,5,3,1,3,5,3,4,5
873,1,3,2,3,3,4,5,5,1,5,2,3,4,4,5,1
874,9,4,3,4,5,4,4,5,3,4,2,4,4,5,2,1
875,9,4,2,5,5,2,4,5,3,5,2,5,4,5,4,1
876,9,3,1,5,5,3,5,5,3,4,3,3,5,4,3,4
877,9,5,2,5,5,2,2,5,3,3,1,5,3,2,2,1
878,9,3,2,5,5,4,2,4,3,4,3,4,4,4,3,1
879,9,4,4,4,5,4,5,4,3,4,1,5,4,2,2,2
880,3,1,2,1,1,4,5,5,5,1,2,1,5,1,5,5
881,3,1,2,1,1,5,5,5,5,1,1,1,5,1,5,5
882,3,1,2,2,4,4,5,5,5,1,1,2,5,2,4,5
883,8,1,4,1,4,2,2,4,3,5,2,1,3,4,4,4
884,2,4,4,5,5,4,3,3,2,1,4,5,5,3,4,4
885,2,5,5,5,4,2,4,4,1,4,4,5,4,5,5,2
886,2,4,1,5,5,5,1,4,3,1,4,5,5,4,5,1
887,2,4,4,5,5,4,3,4,4,4,2,5,5,2,4,2
888,2,4,2,4,4,4,5,3,3,4,3,5,4,5,4,2
889,2,4,1,5,4,2,5,4,1,3,4,5,4,5,5,1
890,7,3,4,3,3,5,5,3,3,3,1,4,5,2,4,2
891,4,5,3,5,5,1,3,3,3,5,5,5,3,5,5,1
892,2,4,4,5,5,5,4,2,1,2,3,4,3,5,5,3
893,2,5,5,5,5,4,3,4,3,3,4,5,1,5,5,1
894,2,2,3,5,5,3,5,3,4,5,4,3,5,4,5,5
895,2,4,4,5,4,4,4,4,4,3,2,5,3,3,4,3
896,7,1,4,1,4,5,5,5,5,1,1,4,5,1,4,5
897,7,1,2,1,3,4,4,4,3,1,1,2,3,4,3,4
898,7,1,2,2,2,5,4,4,4,2,2,2,4,4,4,4
899,4,3,3,5,5,2,2,2,1,5,5,5,2,3,5,1
900,3,1,1,1,4,4,5,5,5,1,1,1,5,1,5,5
901,2,1,5,4,4,3,1,5,1,1,1,5,5,3,5,1
902,2,3,2,2,2,2,2,4,5,3,1,5,4,4,4,3
903,9,2,5,4,2,5,2,4,3,1,1,3,4,4,2,1
904,7,2,3,1,1,4,4,5,4,2,2,4,5,3,2,5
905,7,1,3,1,4,5,5,5,4,2,1,4,5,3,4,5
906,7,3,4,1,2,4,5,5,3,2,1,3,4,1,2,5
907,1,1,5,1,5,5,5,5,1,5,1,5,5,5,3,1
908,1,3,2,1,1,4,5,5,2,1,3,5,5,5,4,4
909,9,5,4,4,5,4,2,4,3,1,1,5,4,5,4,1
910,9,2,3,3,4,2,2,0,3,3,4,4,4,4,5,1
911,9,3,4,2,4,4,5,4,3,4,2,2,4,4,5,4
912,9,4,2,3,4,4,3,4,2,4,3,4,3,4,3,1
913,3,1,1,1,2,3,5,5,5,1,1,2,5,1,5,4
914,8,2,3,2,3,4,1,4,3,2,2,2,4,2,3,3
915,8,1,3,1,1,5,5,5,3,3,3,2,5,1,4,5
916,8,1,1,1,4,4,5,2,4,2,1,2,5,1,2,4
917,8,2,4,2,2,5,5,5,4,1,2,5,5,5,1,2
918,6,2,5,2,2,5,4,5,4,1,1,2,5,3,4,4
919,2,3,4,5,5,2,5,4,3,3,2,3,4,4,5,3
920,2,5,5,5,5,4,3,3,1,3,1,5,5,5,5,1
921,2,4,4,5,5,2,3,5,2,3,2,5,4,4,3,1
922,7,1,1,1,1,5,5,5,5,1,1,1,5,3,3,4
923,7,1,2,1,4,5,5,5,5,1,3,2,5,1,4,4
924,1,2,3,1,1,4,5,5,1,5,3,5,4,3,3,1
925,1,3,1,2,3,4,5,5,2,4,2,5,5,5,5,3
926,1,4,2,3,4,4,5,4,1,5,2,5,4,5,5,1
927,9,3,1,5,4,4,1,2,1,2,2,4,2,3,1,1
928,9,4,2,4,4,2,5,5,3,3,2,4,3,3,4,4
929,3,1,1,1,2,5,5,5,5,1,1,1,5,1,5,5
930,3,1,1,1,1,5,4,5,5,1,1,1,5,3,5,4
931,6,2,2,3,1,4,5,5,4,1,1,5,5,3,5,4
932,6,4,4,2,3,4,4,5,5,3,2,4,4,3,2,2
933,2,3,2,4,5,3,5,2,1,5,2,5,3,5,5,1
934,7,1,1,3,1,4,5,4,4,1,3,2,5,1,3,5
935,7,1,2,3,1,5,5,4,4,1,1,3,5,3,4,4
936,7,1,4,3,1,5,5,5,3,3,1,1,5,1,4,5
937,9,5,5,2,2,5,4,5,1,4,2,5,5,4,2,1
938,9,2,3,3,5,5,1,4,3,3,1,2,4,5,3,1
939,9,3,2,4,4,5,4,2,4,2,4,5,5,4,4,3
940,8,1,2,1,1,5,5,5,1,1,1,4,5,2,1,4
941,6,2,4,2,5,4,5,5,4,4,1,4,5,4,4,3
942,6,3,4,3,4,4,4,4,4,1,1,4,4,4,3,4
943,6,1,4,1,5,1,4,3,4,3,1,4,5,5,2,2
944,6,1,2,2,2,5,4,4,5,1,1,2,4,1,2,2
945,2,4,2,5,5,4,4,5,2,5,2,5,5,5,5,1
946,4,5,4,5,5,1,2,2,3,3,4,5,2,5,5,1
947,4,5,3,5,5,1,2,3,2,3,4,5,2,5,5,1
948,4,5,4,5,5,3,5,5,3,1,5,5,3,5,5,3
949,9,3,4,5,4,2,4,4,2,5,3,5,4,5,3,2
950,9,4,4,2,2,4,4,4,1,3,4,4,4,4,2,2
951,9,4,2,5,4,4,5,5,2,4,2,5,4,5,4,2
952,9,3,4,5,4,2,2,4,2,5,3,5,4,5,4,2
953,9,4,4,2,5,2,4,5,3,4,3,4,5,5,5,4
954,9,3,4,5,5,4,5,5,4,5,2,3,5,5,3,3
955,9,4,2,4,5,2,2,4,1,5,3,5,4,5,4,2
956,3,1,1,4,5,5,5,5,5,1,1,4,5,1,5,5
957,3,1,1,4,5,5,5,5,5,1,1,4,5,1,5,5
958,3,1,3,3,3,5,5,5,4,2,1,1,5,2,4,5
959,3,1,2,3,4,3,5,2,1,3,1,4,5,1,3,3
960,3,1,2,2,5,5,5,5,4,2,1,4,5,1,5,5
961,3,1,1,1,5,4,5,5,4,2,3,2,5,1,3,4
962,2,3,4,4,4,4,5,3,3,3,1,5,3,2,4,1
963,2,4,2,5,5,5,5,5,1,5,1,5,5,5,3,5
964,4,4,4,5,5,1,3,3,3,4,4,5,4,5,5,1
965,9,4,4,5,3,4,1,4,2,1,2,5,4,5,1,1
966,9,3,1,3,3,4,4,4,2,3,2,3,4,4,2,3
967,9,4,2,4,5,3,4,4,2,2,3,3,4,5,2,2
968,9,4,2,5,4,2,5,4,3,4,3,4,5,5,2,1
969,9,4,4,4,4,4,2,3,1,1,1,5,3,2,4,1
970,8,1,2,1,2,5,5,5,1,4,1,1,5,3,1,4
971,6,2,1,3,2,1,5,4,4,1,1,4,5,2,5,2
972,6,4,4,1,2,5,4,5,5,1,1,5,5,4,1,1
973,2,3,4,4,1,4,5,4,3,1,1,5,3,4,4,1
974,2,4,4,3,5,4,5,3,3,2,2,3,4,4,5,1
975,2,5,4,4,4,5,2,4,2,3,4,5,4,5,5,1
976,2,2,2,5,5,5,2,3,4,3,2,5,2,4,4,1
977,2,3,2,5,5,5,4,4,3,4,1,5,4,5,5,4
978,5,5,1,5,4,1,2,4,1,5,2,5,1,5,4,1
979,7,1,1,1,4,4,4,5,5,1,1,4,5,1,5,5
980,7,1,1,1,2,3,5,5,5,1,1,4,5,3,3,4
981,7,1,2,1,2,3,3,5,5,1,1,1,5,3,4,4
982,8,1,2,3,1,5,5,4,3,1,2,2,4,3,3,4
983,6,1,4,1,1,5,4,2,5,1,1,4,5,2,3,4
984,2,3,4,3,5,4,4,0,3,0,3,5,3,4,0,3
985,4,5,4,5,5,3,1,3,2,3,4,5,3,5,5,1
986,8,1,4,1,2,5,5,5,1,3,2,4,5,1,1,5
987,8,1,3,1,2,4,5,5,3,3,2,2,4,1,4,5
988,2,2,4,4,3,4,4,3,2,3,3,4,3,3,4,2
989,7,1,1,1,2,3,4,1,4,1,1,1,5,1,1,5
990,9,4,3,2,4,5,4,4,3,1,3,4,4,3,3,3
991,9,3,4,3,2,5,4,4,1,3,4,2,3,4,4,2
992,9,4,4,4,4,4,2,4,2,3,3,5,4,4,4,1
993,9,4,4,4,5,5,4,4,1,4,3,5,4,2,1,1
994,6,1,5,1,5,5,5,1,5,1,1,5,5,1,1,1
995,2,2,1,4,3,5,4,4,3,1,1,4,3,4,3,1
996,1,1,5,1,5,1,5,5,1,5,1,5,5,2,5,1
997,9,2,2,2,1,3,4,4,1,3,1,4,4,4,5,1
998,9,4,3,3,4,2,3,5,2,2,2,5,4,4,4,1
999,9,4,4,3,5,5,3,4,2,4,3,3,5,4,3,1
1000,9,4,2,4,4,2,4,4,2,2,4,4,4,4,5,2
1001,3,1,2,2,1,4,5,5,5,1,1,2,5,1,5,5
1002,3,1,1,1,5,4,5,5,5,1,1,1,5,1,5,5
1003,6,3,2,3,4,4,5,5,4,1,1,3,5,3,4,4
1004,6,2,3,2,5,4,5,5,3,2,1,3,5,4,5,4
1005,7,2,4,2,2,3,5,5,5,3,1,5,5,3,4,4
1006,7,1,4,1,2,5,5,5,5,1,1,1,5,1,5,5
1007,7,1,2,1,2,5,5,5,5,1,1,3,5,2,4,4
1008,7,1,2,2,3,5,5,4,5,1,1,2,5,4,1,5
1009,1,4,4,5,4,3,4,4,1,5,1,3,3,5,4,2
1010,1,3,1,5,3,3,5,5,1,5,3,1,1,3,4,3
1011,1,1,2,5,3,5,5,4,1,5,1,2,5,5,2,2
1012,9,4,3,5,4,4,5,5,3,2,2,1,5,4,1,3
1013,9,2,2,4,5,4,5,2,1,1,3,5,3,4,3,1
1014,3,1,2,1,2,4,5,5,5,1,1,1,5,1,5,5
1015,3,1,2,1,2,5,5,5,3,2,1,4,5,1,4,5
1016,8,1,1,1,5,5,5,2,4,3,1,4,5,3,4,4
1017,6,3,3,1,1,5,4,4,5,1,2,5,5,4,4,5
1018,2,4,3,4,2,2,4,4,2,2,3,4,4,4,5,3
1019,2,5,5,5,5,4,5,3,2,4,4,5,5,5,5,2
1020,2,4,4,5,5,1,2,3,3,4,3,3,5,5,4,1
1021,7,1,1,1,1,4,5,4,4,1,1,2,3,1,5,5
1022,7,1,1,1,2,5,5,5,3,4,1,1,5,1,5,5
1023,7,1,2,2,1,5,5,5,4,1,1,1,5,1,5,4
1024,1,1,4,3,5,4,5,4,1,5,4,2,5,4,4,2
1025,1,2,2,2,5,4,5,5,2,5,2,5,5,4,2,2
1026,9,4,4,5,5,3,5,5,1,4,4,5,2,4,5,1
1027,9,2,3,4,5,2,4,4,3,3,3,4,4,3,3,1
1028,9,3,4,5,5,4,5,3,2,3,2,5,3,5,5,2
1029,9,3,4,5,5,4,5,3,2,3,2,5,3,4,3,1
1030,9,4,5,5,4,2,2,4,4,4,2,5,1,5,2,1
1031,9,4,1,4,5,2,5,3,1,5,1,5,3,4,5,1
1032,9,4,4,4,5,4,5,4,2,3,4,4,3,5,2,2
1033,8,1,1,1,3,4,3,5,4,4,3,3,5,3,2,3
1034,2,3,2,2,4,2,2,4,4,1,2,5,4,4,3,1
1035,7,1,2,1,2,5,5,5,5,1,1,2,5,2,5,5
1036,1,2,2,3,2,1,4,3,1,5,3,5,5,5,3,3
1037,9,3,4,3,4,3,3,5,3,3,2,5,4,4,3,2
1038,9,1,3,3,2,5,2,5,2,1,1,4,2,2,2,1
1039,9,2,1,1,4,0,4,4,4,0,3,5,4,1,4,1
1040,3,1,1,1,2,5,5,5,4,1,1,4,5,2,4,5
1041,3,1,2,1,3,5,5,5,5,1,1,1,5,1,5,5
1042,6,4,4,1,4,5,5,3,4,3,2,5,5,2,1,5
1043,4,5,3,5,5,2,5,2,1,5,4,5,1,4,5,1
1044,1,1,1,3,3,5,5,4,1,4,3,3,5,3,3,3
1045,9,2,5,1,4,4,3,3,2,3,2,3,2,4,2,1
1046,9,2,2,2,1,3,2,4,1,4,2,5,3,4,5,4
1047,9,4,5,1,5,4,1,4,2,4,3,4,3,4,2,1
1048,9,2,1,1,5,4,1,4,1,1,3,2,3,4,4,2
1049,9,2,4,1,2,3,4,3,4,3,2,5,0,2,2,2
1050,9,3,3,2,5,4,4,5,2,0,2,4,0,4,4,2
1051,3,1,1,2,1,4,5,5,5,3,1,3,5,1,5,5
1052,6,4,2,1,1,2,5,4,4,1,1,3,5,3,3,5
1053,6,4,1,2,2,2,3,5,5,2,2,4,5,0,2,4
1054,2,5,4,5,5,4,5,4,3,4,2,5,5,5,5,4
1055,2,5,3,5,4,5,5,2,3,2,2,5,5,3,5,4
1056,2,3,5,5,5,4,3,4,2,3,1,4,5,4,5,3
1057,2,5,4,5,4,4,4,2,1,3,3,5,4,5,3,3
1058,2,3,1,5,3,5,5,1,2,3,1,1,1,4,5,1
1059,7,1,1,3,1,5,5,5,4,3,1,3,5,1,5,5
1060,1,1,4,2,2,3,5,4,1,4,3,2,2,2,5,4
1061,1,1,1,2,3,1,5,1,1,5,2,1,4,3,5,2
1062,9,3,4,4,2,4,5,3,2,1,3,4,5,4,2,2
1063,9,4,4,1,1,5,5,4,1,1,3,5,5,4,5,1
1064,9,3,4,1,4,5,5,4,1,4,4,4,5,4,5,1
1065,8,1,2,1,3,5,5,4,3,3,2,4,3,5,3,5
1066,6,1,5,1,5,5,1,5,5,1,1,5,5,1,5,1
1067,2,4,4,4,4,4,4,4,2,1,2,4,4,4,2,2
1068,2,1,1,2,1,3,5,4,4,3,2,5,5,5,2,4
1069,2,4,4,4,1,4,5,4,2,4,2,4,4,4,4,2
1070,2,3,1,5,4,5,3,1,1,5,3,5,3,5,5,3
1071,1,2,4,1,4,3,4,4,1,5,5,4,1,5,4,1
1072,1,2,2,1,4,1,5,1,1,5,5,5,1,4,5,1
1073,2,2,1,3,4,3,4,4,3,4,3,4,4,4,4,3
1074,7,4,4,1,2,5,5,4,2,2,2,2,5,4,5,5
1075,9,3,4,1,3,5,3,4,4,5,2,5,5,5,3,2
1076,9,4,4,4,4,4,4,5,4,1,1,4,5,5,2,1
1077,9,2,4,3,2,4,4,4,4,2,4,4,4,4,2,1
1078,9,4,4,4,4,4,5,5,3,3,2,4,4,4,4,3
1079,8,1,1,1,4,1,1,2,2,3,1,4,5,1,4,4
1080,2,2,5,3,4,5,5,5,3,3,4,4,5,5,4,1
1081,7,1,1,1,1,2,4,5,5,1,1,1,5,1,2,5
1082,9,2,1,4,5,5,5,3,4,2,1,3,5,4,2,1
1083,9,2,5,3,4,5,5,5,3,5,3,3,5,4,5,1
1084,9,1,1,4,4,3,4,0,4,2,1,0,4,4,4,2
1085,9,4,5,5,5,4,2,4,1,1,1,5,4,5,4,1
1086,8,1,1,1,1,4,4,5,3,1,1,4,5,1,4,4
1087,8,1,2,1,2,5,4,5,4,2,1,2,5,3,2,4
1088,8,1,1,1,1,4,4,5,4,3,1,1,5,1,4,5
1089,8,1,1,1,1,5,5,5,5,1,1,4,5,1,4,4
1090,8,1,2,1,1,5,5,5,4,1,2,2,5,2,2,1
1091,8,2,3,1,1,5,5,5,3,3,1,3,4,1,2,5
1092,8,1,2,1,1,5,4,4,3,2,1,4,4,1,4,4
1093,6,1,5,1,4,5,5,5,5,1,1,5,5,5,2,5
1094,6,1,4,1,1,4,4,5,4,1,1,2,4,1,4,2
1095,2,4,4,4,5,2,5,4,1,3,1,5,4,5,5,1
1096,2,4,4,4,4,1,4,2,1,5,2,5,3,5,4,1
1097,2,2,4,3,3,2,5,0,3,4,1,5,3,5,5,3
1098,2,5,1,5,5,1,1,5,1,5,1,5,5,5,5,1
1099,5,5,1,5,5,1,1,1,1,5,5,5,1,5,5,1
1100,7,1,2,1,1,5,5,5,5,1,1,2,5,1,4,5
1101,7,1,1,1,1,4,5,5,4,1,1,2,5,1,4,5
1102,1,3,1,4,5,1,1,5,1,5,4,5,4,5,4,1
1103,9,4,2,5,5,3,1,4,3,2,3,5,3,3,3,2
1104,9,2,2,3,3,4,2,5,2,2,2,4,4,2,4,1
1105,9,2,4,4,5,5,1,5,5,1,1,5,1,1,1,1
1106,9,1,2,2,4,5,5,4,3,2,3,1,4,2,4,2
1107,9,4,2,1,5,2,5,5,1,5,4,5,5,5,2,1
1108,9,1,1,3,4,4,5,2,1,4,2,5,5,4,4,1
1109,7,1,2,1,1,4,5,5,1,3,2,4,5,3,5,5
1110,7,1,2,2,2,4,5,5,5,1,1,3,5,1,4,4
1111,7,1,3,1,1,4,5,5,3,3,1,3,5,2,4,5
1112,7,1,1,1,2,5,5,5,2,3,1,1,5,1,4,5
1113,4,5,3,5,5,1,3,4,2,5,4,5,3,4,4,1
1114,1,2,4,3,5,5,5,3,1,3,3,5,5,4,2,3
1115,9,3,3,4,4,5,5,4,2,2,1,4,2,3,4,1
1116,9,5,2,5,4,2,3,4,5,2,4,2,3,4,5,1
1117,8,1,2,1,2,5,2,4,3,1,1,4,1,3,3,3
1118,2,1,2,3,4,5,4,4,4,3,1,4,5,4,5,1
1119,7,1,1,1,4,4,5,5,5,1,1,4,5,1,2,5
1120,7,1,2,1,4,4,5,5,4,1,1,4,5,1,2,4
1121,4,5,3,4,5,4,4,2,1,4,3,2,4,5,5,1
1122,1,2,1,3,3,5,3,4,1,5,2,4,5,5,3,3
1123,1,4,5,3,2,5,3,2,1,4,3,5,5,4,3,4
1124,1,1,4,1,4,5,4,3,1,5,2,4,4,5,5,1
1125,1,3,2,1,4,4,5,3,1,5,3,3,2,2,5,1
1126,9,3,4,2,4,3,1,5,3,3,5,4,4,4,4,1
1127,9,4,1,4,5,5,5,5,5,4,4,4,5,5,1,1
1128,9,2,4,4,4,3,4,4,2,3,3,4,5,3,4,2
1129,9,4,2,2,5,5,5,5,2,4,1,5,4,4,2,3
1130,9,3,3,2,4,5,3,4,1,3,1,5,5,4,3,1
1131,3,1,1,1,1,5,5,5,5,1,1,3,5,1,5,5
1132,8,2,2,1,2,4,3,4,3,2,3,3,4,3,2,4
1133,8,1,3,2,1,4,4,4,4,2,2,2,4,3,4,3
1134,8,1,2,1,1,4,5,5,3,2,2,1,4,4,4,2
1135,8,1,1,1,3,5,4,5,3,1,1,2,5,1,3,5
1136,8,1,3,1,1,4,5,5,5,1,1,5,5,1,5,5
1137,8,1,2,1,2,1,5,4,3,3,2,2,5,4,5,3
1138,8,1,3,1,1,5,5,5,3,1,2,4,4,3,3,2
1139,8,1,2,1,1,5,5,5,3,0,3,4,5,5,5,3
1140,8,1,4,2,1,5,3,5,3,3,2,3,3,1,3,3
1141,6,1,4,1,2,3,4,5,5,1,1,3,5,3,2,2
1142,6,1,2,1,1,5,4,4,5,2,1,5,2,2,2,4
1143,7,1,1,1,1,4,5,5,5,1,1,2,5,1,5,5
1144,7,1,2,1,1,4,5,5,5,1,1,3,5,2,5,5
1145,7,1,4,2,1,5,5,5,4,3,2,2,5,1,5,5
1146,9,4,2,5,5,4,2,4,3,4,3,4,4,5,2,1
1147,9,4,2,3,4,4,1,4,4,3,3,4,4,3,4,1
1148,3,1,2,3,4,1,5,5,4,4,1,1,5,3,5,5
1149,8,1,2,1,4,5,5,5,5,1,1,2,4,1,2,5
1150,8,1,4,2,2,5,4,5,5,1,1,4,5,2,2,4
1151,9,4,4,2,4,4,4,5,2,2,2,1,2,4,4,2
1152,8,1,1,1,4,2,2,5,2,3,1,1,5,2,5,1
1153,8,1,3,1,2,4,5,5,2,1,1,1,3,1,4,1
1154,8,2,3,2,2,3,5,4,4,1,1,2,4,1,5,4
1155,8,2,3,2,2,5,5,3,4,2,2,4,3,4,4,2
1156,8,1,1,1,2,4,5,5,3,3,1,1,5,2,5,1
1157,8,1,2,1,4,4,5,4,5,2,2,4,4,3,4,4
1158,7,1,4,1,1,4,5,5,5,1,1,4,5,1,4,4
1159,7,1,1,1,2,4,5,4,4,1,1,2,5,2,2,4
1160,7,1,1,1,2,5,5,5,5,1,1,4,5,2,2,5
1161,9,5,2,4,4,4,1,5,3,4,2,5,4,5,2,1
1162,9,4,2,5,5,4,2,4,3,4,2,5,4,5,2,1
1163,9,2,3,2,3,4,2,4,2,4,1,4,1,4,4,1
1164,9,4,4,4,4,5,4,5,2,1,3,5,4,5,4,3
1165,9,5,5,5,5,4,1,4,5,4,2,5,2,4,2,1
1166,3,1,3,1,1,5,5,5,5,1,1,2,5,1,5,5
1167,3,1,1,1,5,3,5,5,5,1,1,1,5,1,5,5
1168,8,2,2,1,4,5,2,5,4,2,2,4,4,3,2,4
1169,8,2,3,1,2,4,2,4,2,1,3,1,4,3,3,4
1170,8,1,1,1,1,5,2,5,4,2,1,1,4,1,2,4
1171,8,1,3,1,1,4,4,5,3,1,1,3,3,3,4,4
1172,8,1,4,1,2,5,5,5,5,1,1,2,1,4,1,4
1173,8,1,2,1,2,5,5,5,4,1,2,2,5,1,5,4
1174,8,1,2,1,1,2,5,5,2,2,1,4,5,1,4,4
1175,8,1,2,2,2,4,5,4,4,2,3,4,5,1,4,4
1176,8,1,3,2,4,5,5,4,3,2,1,2,4,2,4,4
1177,8,5,4,2,4,5,5,5,5,1,4,3,5,1,1,1
1178,6,3,1,2,3,4,5,5,5,1,1,4,5,1,3,5
1179,6,2,4,2,4,5,4,5,4,1,1,4,5,5,3,4
1180,2,4,2,5,5,2,2,5,1,3,2,4,4,4,5,1
1181,2,5,4,4,5,3,2,2,1,5,2,5,5,5,5,1
1182,2,4,4,4,5,4,3,4,3,2,1,5,3,4,3,1
1183,4,5,4,5,5,1,3,3,5,4,4,5,3,4,5,1
1184,1,2,4,3,4,4,4,3,1,5,3,3,3,4,4,2
1185,9,1,1,1,4,1,2,5,1,4,4,2,4,5,2,2
1186,9,4,4,1,1,1,5,4,2,4,1,5,5,4,5,1
1187,9,3,5,3,3,3,4,4,3,3,2,5,4,3,3,1
1188,9,4,4,4,5,4,2,5,1,5,2,4,5,5,4,2
1189,9,4,4,3,5,4,2,5,2,3,4,4,4,3,4,2
1190,8,2,4,1,4,5,2,4,2,2,2,4,5,4,2,2
1191,8,1,4,1,1,4,2,5,3,1,3,3,5,2,4,5
1192,8,2,2,1,2,4,4,5,2,1,1,2,5,3,2,5
1193,8,2,4,1,2,4,3,5,3,2,1,2,5,3,3,4
1194,8,1,3,1,2,4,4,5,4,2,1,4,5,4,3,4
1195,8,1,5,1,1,5,5,5,3,1,1,3,5,2,5,1
1196,8,4,4,4,4,5,5,5,4,4,2,1,5,4,5,4
1197,6,3,5,1,4,5,5,5,4,1,1,1,5,2,4,4
1198,6,3,4,1,4,5,5,3,4,2,1,4,5,3,4,4
1199,6,2,1,3,1,5,5,5,5,1,1,4,5,1,3,5
1200,6,2,1,3,1,5,5,5,5,1,1,4,5,2,4,5
1201,6,2,1,3,4,5,1,4,5,1,1,0,0,0,0,0
1202,6,1,2,1,1,4,5,5,4,2,1,4,4,3,4,4
1203,2,5,2,4,5,4,2,4,1,5,1,5,5,5,5,1
1204,2,5,5,5,5,5,1,5,1,5,1,5,5,5,5,1
1205,2,4,5,3,5,5,1,5,3,2,2,5,3,4,3,1
1206,2,4,4,3,4,5,5,4,5,5,2,5,5,4,3,1
1207,2,4,5,5,5,4,5,3,1,3,1,5,5,5,5,1
1208,7,1,4,1,4,5,5,4,3,3,3,4,4,2,4,4
1209,4,5,3,5,5,3,3,4,3,3,5,5,1,5,5,1
1210,1,2,2,2,5,1,2,4,1,5,3,5,4,4,5,3
1211,9,5,4,5,5,4,2,4,1,4,3,5,4,5,4,3
1212,9,2,4,4,5,4,1,4,1,4,3,5,3,4,2,1
1213,9,5,4,5,5,2,4,5,1,4,2,5,4,5,1,1
1214,3,1,1,3,3,5,5,5,5,1,1,1,5,1,5,5
