answerString,constituency,constituency_id,constituency_slug,firstName,id,isPartyLeader,lastName,partyLetter,partyName,photoUrl,party,name,link,constituencies,causes,cv,Beskæftigelse,Alder,Uddannelse,Valgt i
114442511144444,Albertslund,1,albertslund,Steen,3179,False,Christiansen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/3179-Steen-Christiansen-a.png,C. Det Konservative Folkeparti,Bjarne Rasmussen,/kandidater/kv17/17696-Bjarne-Rasmussen,Køge,,Bjarne har desværre ikke skrevet sit CV,Privat ansat/selvstændig,60 år,Erhvervsuddannelse,
134254233211322,Albertslund,1,albertslund,Paw Østergaard,1345,False,Jensen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1345-1345-Paw-Jensen-a.jpg,F. SF - Socialistisk Folkeparti,Lars Bæk,/kandidater/kv17/Lars-Baek,Rødovre,"## Arbejdsklausuler ##
Arbejdsklausuler ved udbud af kommunale bygge & anlægsopgaver, som værn mod social dumpning.
Det skal sikres at arbejde bestilt for skatteborgernes penge, skal ske på ordentlige løn- og arbejdsvilkår.## Kollektiv trafik ##
Islev området skal have en direkte bus, med hyppige afgange, med forbindelse til Metroen.
På sigt skal der arbejdes på at få Metro ført til / gennem Rødovre. Evt. med forbindelse til den kommende letbane.## Social klausuler udbud. ##
Der skal indføres et social kapitel, ved alle kommunens udbud af opgaver. Dette skal sikre elev / lærepladser i alle leverandør led.","Elektriker, gennem 11 år valgt fagligsekretær i Dansk El-Forbund, fra januar 2016 valgt formand for Dansk El-Forbund København. Sidder i forretningsudvalget for LO Hovedstaden og Byggefagenes samvirke.
Sidder i Rødovre Erhvervsråd udpeget af LO. Bestyrelsesmedlem SF Rødovre. Formand for Grundejer foreningen Voldly.",Privat ansat/selvstændig,60 år,Erhvervsuddannelse,2013
121353311343252,Albertslund,1,albertslund,Nils,1344,False,Jensen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1344-Nils-Jensen-a.jpg,F. SF - Socialistisk Folkeparti,Julie Rasmussen,/kandidater/kv17/julie-rasmussen,Rødovre,"## bedre nomeringer i daginstitutionerne ##
Jeg ønsker flere pædagoger i daginstitutionerne for at gøre hverdagene bedre for både børnene og de ansatte.## kortere skoledage i folkeskolen ##
Børnene i folkeskolen skal have kortere skoledage fordi de bliver udkørte og slet ikke mere overskud til f.eks. fritidsaktiviteter når de kommer hjem.## Støtte til de frivillige idrætsforening ##
Jeg øsnker der skal budgetteres flere penge til de frivillige idrætsforeninger herunder bedre velligeholdelse af idrætsinstalationer ","HF 2014-2016
Pædagogmedhjælper 2016-nu
frivillig fodboldtræner",Offentligt ansat,20 år,Gymnasial uddannelse,
141255331242344,Albertslund,1,albertslund,Dogan,1348,False,Polat,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1348-Dogan-Polat-a.jpg,F. SF - Socialistisk Folkeparti,Per Bergmann,/kandidater/kv17/Per-Bergmann,Rødovre,,Per har desværre ikke skrevet sit CV,Ikke oplyst,,,
123124314224454,Albertslund,1,albertslund,Susanne Storm,1342,False,Lind,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1342-Susanne-Storm-Lind-a.jpg,F. SF - Socialistisk Folkeparti,Svend Erik Pedersen,/kandidater/kv17/1176-Svend-Erik-Pedersen,Rødovre,"## Miljø ##
Vi skal styrke indsatsen for at begrænse belastningen af miljøet. Vi skal renovere de kommunale bygninger så vi får mindre energispild## Trafik ##
Vi skal gøre det sikkert for os alle sammen og især vore børn at færdes i trafikken. Bilisterne må sætte farten ned og respektere de svage trafikanter## Sundhed ##
Vi skal fremme borgernes muligheder for at dyrke motion i hverdagen. Vi skal cykle til arbejdet og dyrke motion i de offentlige parker. Dette øger livskvaliteten for borgeren og det giver en god samfundsøkonomi.",EDB Konsulent NNIT,Privat ansat/selvstændig,66 år,Bachelor-/diplomuddannelse,"2009, 2013"
0,Albertslund,1,albertslund,Jane,1340,False,Nannberg,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/,F. SF - Socialistisk Folkeparti,Kenneth Rasmussen,/kandidater/kv17/kenneth-rasmussen,Rødovre,"## Kortere skoledage ##
Jeg er af den overbevisning, at de længere skoledage for mange elever har været et minus. Jeg har tit oplevet elever, der ikke kan mere, når de kommer til kl. 13. Hvordan kan vi tillade, at børn på 5-6 år har for dem en arbejdsuge på 30 timer. Det kan vi ikke være bekendt. Jeg har set en undersøgelse fra Canada, hvor eleverne kun gik i skole 4 dage om ugen. Det gav højere karaktere for hele årgang## Flere pædagoger i daginstitutioner og SFO'er ##
Vi mangler pædagogisk personale i daginstitutionerne. Vi tror vi kan effektivere os til kvalitet. Det kan vi ikke. Jeg har nærstuderet en omfattende undersøgelse fra Holland der klart viste, at hver gang du fjerner en pædagog falder den faglige kvalitet.
Pga skolereformen er SFO'erne blevet hårdt ramt og glemt i hele den snak. Vi bliver nødt til at tilføre SFO'erne flere midler.## Bedre styr på den private ældrepleje ##
Vi har desværre oplevet alt for mange konkurser inden for ældreplejen. Jeg vil knokle for, at vi får sat de mest skrape krav til vores leverandører.","Uddannet pædagog ved Hovedstadens Pædagogseminarium. Har arbejdet med såvel småfolk, skolebørn og unge på specialområdet. Før jeg blev pædagog har jeg arbejdet i et advokatfirma med køb og salg af ejendomme. Derudover har jeg været formand inden for idrætsverdenen både klubmæssigt og forbundsmæssigt under Dansk Idræts forbund. Jeg har altid arbejdet meget frivilligt og blev i 2017 udnævnt til ambassadør for Kræftens Bekæmpelse, hvilket jeg betragter som en stor ære.",Offentligt ansat,46 år,Bachelor-/diplomuddannelse,
351311533345354,Albertslund,1,albertslund,Lasse Wilson,4399,False,Crüger,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/4399-Lasse-Wilson-Cruger-a.jpg,A. Socialdemokratiet,Vibeke Grave,/kandidater/kv17/Vibeke-Grave,Lolland,"## Nye varige arbejdspladser på Lolland. ##
Kodeordet her er arbejdspladser og dem kommer der rigtig mange af i valgperioden. Nyt fængsel på Nordfalster, ny Storstrømsbro og det største anlægsbyggeri, Femern-tunnellen, skal være med til at skabe væksten. Jeg vil kæmpe for en opgradering af Rute 9 mellem Maribo og Nakskov og nyt erhvervsområde ved afkørsel 48. Turisme- og fødevarerområdet skal være med til at skabe varige arbejdspladser.## Et stærkt fællesskab ##
Vi skal fastholde et stærkt fællesskab på Lolland blandt andet gennem vores kultur-og foreningsliv. Alle aktive landsbysamfund skal sikres mulighed for udvikling. Jeg vil arbejde for et mere ligeværdigt samfund, hvor alle kan deltage med deres styrkesider. ## Vores unge skal sikres uddannelse ##
Vi skal sikre vores lokale unge det mest egnede og velkvalificerede tilbud i forhold til deres kompetencer.  Derfor er det vigtigt, at de kan få en ungdomsuddannelser i vores lokalområde. Vores folkeskoler skal kunne udfordre alle børn og unge. Derfor vil jeg gerne være med til at udvikle temaskoler i kommunen.","Uddannet socialrådgiver 1984
Ungdomsskoleinspektør 1995
Medlem Folketinget 2006/07
Afdelingsleder Lollands Erhvervsklasse 2008
Medlem Folketinget 2010/11
Afdelingsleder Lollands Erhvervsklasse 2011-15
Diplomstudie i ledelse 2012-14
Udvalgsformand for Femern Bælt, Erhvervs- og Kulturudvalget 2012-14
Udvalgsformand for Arbejdsmarkedsudvalget 2014-17
Afdelingsleder 2-tal-kurset Lolland Ungdomsskole 2015-17
Leder af Ung Lolland 2017",Offentligt ansat,59 år,Bachelor-/diplomuddannelse,"2009, 2013"
132355433345445,Albertslund,1,albertslund,Lars Alexander,1335,False,Clark,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1335-lars-a-clark-a.jpg,C. Det Konservative Folkeparti,Henriette Hesselmann,/kandidater/kv17/henriette-baden-hesselmann,Rødovre,,Henriette har desværre ikke skrevet sit CV,Offentligt ansat,,Kandidatuddannelse,
142455552225254,Albertslund,1,albertslund,Dennis,1877,False,Schmock,B,Radikale Venstre,http://www.altinget.dk/images/kv17/1877-Dennis-Schmock-a.jpg,A. Socialdemokratiet,Per Kattrup,/kandidater/kv17/per-elmann-kattrup,Furesø,"## Bevaring af de historiske og kulturelle værdier ##
For bedre at kunne forstå vor nutid, give visdom til fremtiden## Større livskvalitet og social sikkerhed ##
Forbedre den sociale hverdag
Give større frihed til udfordringer og udfoldelse
Flere frie tilbud","Økonomisk uddannet
Jura Københavns Universitet
Reklame & Marketing
Selvstændig kunsthandler og kulturkonsulent  for
Kulturhusene i Danmark
International markedshandel bl..a IBM og Bacardi-Koncernen",Privat ansat/selvstændig,78 år,Erhvervsuddannelse,"2009, 2013"
335542412453543,Albertslund,1,albertslund,Nils Jul,201,False,Gjerlev,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/201-Nils-Jul-Gjerlev-a.jpg,F. SF - Socialistisk Folkeparti,Alexander Bruhn Johansen,/kandidater/kv17/Alexander-Christian-Johansen,Brøndby,"## Demokrati der hænger sammen ##
Politik påvirker mennesker. Derfor skal vi lytte til de der påvirkes af forslag - ingen af os kan vide alt om alle aspekter i et forslag, derfor er det imperativt at vi hører og lytter til dem der ved noget og vil blive påvirket af vores beslutninger.
Folket starter med at 'du' og 'jeg' bliver til 'vi' - for vi har kun hinanden.
Jeg arbejder for borgerinddragelse - samfund baseres på tillid.
## Hjælp der hænger sammen ##
For mange af vores naboer oplever at de får et fultids job som koordinator når de har mest brug for hjælp. Vi skal sikre at alle der får kontakt med kommunen har én person som de skal fortælle om deres historie og behov, som så agerer i systemet for borgeren og finder de muligheder der er for at hjælpe, så du eller din nabo kan fokusere på at komme videre. En koordinerende sagsbehandler.## Sundhed der hænger sammen ##
Vi skal sørge for at det er en mulighed for vores borgere, vores naboer, vores medmennesker, at få den hjælp de har behov for - ikke kun nå benet brækker, men også når tanden flækker eller psyken knækker. Jeg vil arbejde for gratis psykolog- og tandlægehjælp - først til de unge og mest udsatte, men på sigt til alle.","1999 afsluttede en HF fra Høng Gymnasium og HF. 
1999-2001 Jura på KU
2001-2002 Postarbejder
2001- Sygemeldt pga. arbejdsulykke
2004- Far til en skøn dreng
2010- Førtidspensionist 
2013-15 og 2017- Bestyrelsesformand for Brøndbyernes Andelsboligforening
2016- Bestyrelsesformand for Butiksbestyrelsen Kvickly Brøndby
2017- Næstformand Boligselskaberne i Brøndby",Udenfor arbejdsmarkedet,37 år,Gymnasial uddannelse,
415554423353553,Albertslund,1,albertslund,Tina,4396,False,Graugaard,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/4396-Tina-Graugaard-a.jpg,Å. Alternativet,Ulla Munksgaard,/kandidater/kv17/ulla-munksgaard,Guldborgsund,"## Sæt borgeren fri - økonomisk ##
Guldborgsund Kommune som forsøgskommune med borgerløn (ubetinget basisindkomst) til modtagere af kontanthjælp, uddannelseshjælp, integrationsydelse og ressourceforløbsydelse. En leveduelig basisindkomst på 12.000kr om måneden sætter de nævnte borgere fri til at deltage aktivt i samfundet. Kommunen får flere aktive ressourcer, glade og trygge borgere og sparer ressourcer til kontrol og tvang.## Sæt borgeren fri - socialt ##
Guldborgsund Kommune skal satse på at udvikle nærmiljøet i de små byer ved at oprette landsbyhuse (gerne renovering af tomme huse), hvor borgerne kan få koordinering og vejledning af frivillige fællesskaber, opbakning til og husning af landsbyskoler 0-5. klasse dannet som friskoler/privatskoler af en forældrekreds og indretning af en lokal sundhedsstue med råd og hjælp til et sundt og aktivt liv.## Sæt borgeren fri - til grønne energier ##
Guldborgsund Kommune skal ikke sætte undergrunden og grundvandet i spil for firmaer på olie- og gasjagt. Der skal være råd og vejledning til små økologiske projekter, hjælp til udvikling af grønne netværk og fokus på udvikling af affald som en ressource.","1982 Cand. Mag. dansk/religion
1982-91 Omrejsende årsvikar ved diverse gymnasier
1982-84 Leder og udvikler af HF-forsøgsfaget Praktisk Kulturarbejde ved Th. Langs i Silkeborg. Et HF-tilvalgsfag i relation til kaospiloterne og æstetisk kulturarbejde.
1989-91 Suhmsgadeprojektet. Leder af forsøgsundervisning med HF-faget kulturværk.
1992-2000 Selvstændig kulturformidler og virksomhedsejer. Virksomheden Kulturværk ApS iværksatte og administrerede professionelle kulturprojekter, kulturfestivaler og enkeltkunstneres kulturaktiviteter.
1999-2006 Administrator og lærer på Rudolf Steiner Skolen i Silkeborg. Leder og iværksætter af projektet RSS film – et pædagogisk forsøg i 10. klasse, hvor filmproduktion er central i elevernes læringsproces. Samarbejde med Station Next i filmbyen i Avedøre.
2000-2002 Administrator på Projekt Udenfor i København (deltid)
2006-2009 Skoleleder på Kettinge Friskole (Lolland)
2010 – nu: HF-lærer ved VUC Storstrøm, Faxe afdelingen",Offentligt ansat,64 år,Kandidatuddannelse,
425554323243532,Albertslund,1,albertslund,Billal,204,False,Zahoor,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/204-Billal-Zahoor-a.jpg,F. SF - Socialistisk Folkeparti,Louise Stenbæk,/kandidater/kv17/Louise-Stenbaek,Brøndby,"## Vederlagsfri tandbehandling og psykologhjælp til det fyldte 25. år ##
## Styrket folkeskole ##
Flere ressourcer, kortere skoledage, musik på skoleskemaet i udskolingen, max. 24 i hver klasse ","Arbejder som tandplejer i Københavns børne- og ungdomstandpleje.
Har tidligere arbejdet som pædagog i skole og fritidsklub.
Er instruktør i Brøndby Gymnastikforening samt Fitness World.
Spiller saxofon og synger i to big bands.",Offentligt ansat,29 år,Bachelor-/diplomuddannelse,2013
425534115555351,Albertslund,1,albertslund,Kim,4398,False,Lippert,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/4398-kim-lippert-a-504.jpg,A. Socialdemokratiet,Kasper Roug,/kandidater/kv17/kasper-roug,Lolland,"## Vi skal styrke Lolland - motortraffikvej langs rute 9 ##
For at gøre, specielt Vestlolland stærk, skal vi starte med at bygge en ordentlig vej langs rute 9 til Nakskov. Rute 9 skal udbygges til en motortrafikvej - Vi skal råbe Christiansborg op!## Stop centraliseringen ##
Statslige arbejdspladser skal fordeles ligeligt i mellem alle landsdele. Det vil være med til at styrke vores lokalområde. ## Styrk Lolland ekspert-område ##
Lolland kommune har en høj ekspertise inden for grøn energi. Derfor bør uddannelse og forskning lægges på Lolland. ","Bor i den dejlige Kristianssæde Skov midt på Lolland sammen med min lille familie. Jeg har brugt størstedelen af min fritid på politik i de sidste 10 år og har bl.a. siddet i Folketinget som stedfortræder i 2015-2016. Jeg er nok det man kalder en lokalpatriot og er stolt af, at komme fra Lolland. 

1999 - Nakskov Gymnasium
1999-2001 - Soldat og udsendelse ved den fredsskabende mission i Kosovo KFOR 4.
2001-2005 - Vordingborg lærerseminarium.
2005-2010 - Samfundsvidenskabelig kandidat RUC
2006-2016 - Underviser/ koordinator ved VUC Storstrøm
2012-2014 - Diplom i ledelse.
2015-2016 - Stedfortræder i Folketinget.
2016- - Uddannelsesleder Professionshøjskolen Absalon",Offentligt ansat,,Kandidatuddannelse,
113155551245155,Albertslund,1,albertslund,Leif,3682,False,Pedersen,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/3682-Leif-Pedersen-a.jpg,C. Det Konservative Folkeparti,Jan Lykke Jensen,/kandidater/kv17/jan-lykke-jensen,Roskilde,,Jan har desværre ikke skrevet sit CV,Ikke oplyst,,,
212255451225255,Albertslund,1,albertslund,Mehmet,3684,False,Kücükakin,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/3684-Mehmet-Kucukakin-a.jpg,F. SF - Socialistisk Folkeparti,Tina Boel,/kandidater/kv17/Tina-Boel,Roskilde,,Tina har desværre ikke skrevet sit CV,Leder,57 år,Bachelor-/diplomuddannelse,"2009, 2013"
115355533355123,Albertslund,1,albertslund,Bülent,1035,False,Filikci,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/,O. Dansk Folkeparti,Judith Gjermandsen,/kandidater/kv17/17361-Judith-Gjermandsen,Ishøj,,Judith har desværre ikke skrevet sit CV,Ikke oplyst,,,
121245541135245,Albertslund,1,albertslund,Inge,3683,False,Dahn,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/3683-Inge-Dahn-a.jpg,C. Det Konservative Folkeparti,Anders Thiesen,/kandidater/kv17/anders-thiesen,Roskilde,,Anders har desværre ikke skrevet sit CV,Studerende,24 år,Erhvervsuddannelse,
111155451145125,Albertslund,1,albertslund,Niels,3685,False,Landvad,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/3685-Niels-Landvad-a.jpg,F. SF - Socialistisk Folkeparti,Jan Bjergskov Larsen,/kandidater/kv17/Jan-Bjergskov-Larsen,Roskilde,"## Folkeskolen og dagtilbud - grundlaget for et godt liv! ##
Jeg er dedikeret til at lave et godt børneliv i DAGTILBUD og en GOD FOLKESKOLE. Udgangspunktet e, at skabe det GODE LIV for alle.
der skal være plads til leg, kreativitet, projektarbejde, elevmedinddragelse og respekt for både lærere og pædagogers arbejde. Drop målstyret undervisning, mere tid til forberedelse og en læreraftale er et godt bud på en bedre folkeskole.## Kilma og miljøpolitik - for klodens og vores børns skyld ##
Den globale klimaudfordring kræver også lokale handlinger. Derfor er en bæredygtig udvikling af Roskilde helt central for SF. Som Roskilde kommunes grønne parti er det vores målsætning at alle beslutninger i den kommunale sektor tages med fuld hensyntagen til miljø, klima og ressourcer. Den målsætning skal gennemføres i et tæt samarbejde mellem kommune, borgerne, miljø- og naturorganisationer m.m.## Afbureaukratisering og tillidsreform ##
Alt for mange opgaver ”stjæler” vigtig tid fra kommunens mange ansatte. Det kan være alt fra møder, digitale løsninger, talrige projekter, afrapporteringer, bøvlede sagsgange og arbejde som for den enkelte medarbejder bare IKKE GIVER MENING.
Jeg har en tro på, at de medarbejdere som er ansat i kommunen har den faglighed der skal til for at prioritere og vurdere, hvad der er det bedste for opgaven.",Jan Bjergskov har desværre ikke skrevet sit CV,Offentligt ansat,51 år,Bachelor-/diplomuddannelse,2009
335523414442551,Albertslund,1,albertslund,Michael,793,False,Melchert,I,Liberal Alliance,http://www.altinget.dk/images/kv17/793-Michael-Melchert-a.jpg,O. Dansk Folkeparti,Charlotte Kristensen,/kandidater/kv17/Charlotte-Kristensen,Herlev,"## Dyrevelfærd ##
Dyrene har også en stemme lokalt.## Et sundt og aktivt liv. ##
",Charlotte har desværre ikke skrevet sit CV,Privat ansat/selvstændig,50 år,Grundskole,2013
312553515551551,Albertslund,1,albertslund,Danni,4106,False,Olsen,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/4106-Danni-Olsen-a.jpg,I. Liberal Alliance,Sarah Sjølin Lilaa,/kandidater/kv17/sarah-sjoelin-lilaa,Stevns,,Sarah har desværre ikke skrevet sit CV,Ikke oplyst,,,
223545215541441,Albertslund,1,albertslund,Allan,4103,False,Høyer,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/kvadrat-4103-Allan-Hoeyer-a.jpg,I. Liberal Alliance,Tim Warner,/kandidater/kv17/tim-warner,Stevns,"## Infrastruktur ##
Vi skal bruge meget mindre tid på vejen og mere tid på de ting der betyder noget for os. Stevns er en pendler kommune, men kun i det omfang vejene eller transporttiden tillader det, og de nuværende muligheder er langt fra optimale.## Bosætning ##
Øget bosætning er en forudsætning for at Stevns kan få de muligheder vi alle ønsker. Vi skal gøre den samlede kage større på Stevns!## Effektitv kommunalsystem ##
Vi skal have en kommune der sætter borgeren i højsædet og sætter en ære i at yde den bedst tænkelige service. Vi skal have færre regler og mindre bureaukrati",Tim har desværre ikke skrevet sit CV,Privat ansat/selvstændig,36 år,Erhvervsuddannelse,
0,Albertslund,1,albertslund,Nicolai,4104,False,Larsen,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/,I. Liberal Alliance,Lars Barthold Hansen,/kandidater/kv17/lars-barthold-hansen,Stevns,,Lars Barthold har desværre ikke skrevet sit CV,Privat ansat/selvstændig,49 år,Bachelor-/diplomuddannelse,
0,Albertslund,1,albertslund,Jimmi,4101,False,Gantzel,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/,F. SF - Socialistisk Folkeparti,Marianne  Aguilar,/kandidater/kv17/marianne-aguilar-rodriguez,Stevns,"## børn og unge ##
vil gerne arbejde for flere uddannede pædagoger i dagtilbud og for samarbejde mellem lærere og pædagoger i folkeskolen - og for at alle unge skal have mulighed for at starte på en ungdomsuddannelse efter endt folkeskole -
Der skal sættes ind straks der opdages at et barn har behov for hjælp bl.a. hvis der er sygdom, misbrug eller anden årsag til at familien ikke fungerer.## inklusion ##
vil gerne at børn og unge inkluderes i  almen dagtilbud/skole/ungdomsuddannelse - men ikke for enhver pris - nogle er ikke inkluderbare og skal derfor tilbydes særlige tilbud FX. STU
særlige børnehaver og skoler med kompetente pædagoger og lærere-
Det er ønskeligt at der afsættes de fornødne midler til dette.## Integration ##
Vore nytilkomne medborgere med andet sprog og kultur end dansk skal integreres straks de ankommer til den nye kommune. Der skal tilbydes familierne hjælp til dette og de berørte institutioner skal tildeles sociale normeringer så der bliver tid til det ekstra arbejde.
",Marianne  har desværre ikke skrevet sit CV,Udenfor arbejdsmarkedet,64 år,Bachelor-/diplomuddannelse,
424542414543531,Albertslund,1,albertslund,Sofie Amalie,4406,False,Blomsterberg,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/kvadrat-4406-Sofie-Amalie-Blomsterberg-a.jpg,A. Socialdemokratiet,Niels Chr. Devantier,/kandidater/kv17/niels-chr-devantier,Lolland,"## For Lolland i fortsat fremgang. ##
Lolland kommune skal fortsat arbejde for flere arbejdspladser.## Lolland kommune skal fortsat tænke miljørigtigt. ##
Lolland er en grøn kommune, vi skal fortsætte, og gerne med førertrøjen.","Jeg betragter mig selv som ""arbejder"" Kom i lære straks efter 10. klasse. Herunder den obligatoriske handelsskole.
Efter endt læretid, lagermand i et ""en gros"" firma.
Værnepligtig i forvaret.
Trafikdisponent ved banen.
Nu kirketjener.",Offentligt ansat,61 år,Erhvervsuddannelse,
525525414553551,Albertslund,1,albertslund,Claus,4402,False,Rasmussen,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4402-Claus-Rasmussen-a.jpg,A. Socialdemokratiet,Gert Mortensen,/kandidater/kv17/Gert-Mortensen,Lolland,"## Arbejdspladser Arbejdspladser Arbejdspladser - Det vigtigste. ##
Gavn af byggeriet af Femernforbindelsen
Alternative job til handicappede
Beskyttet beskæftigelse## Sociale tilbud med kvalitet ##
Handicappede og ældres forhold fastholdes og forbedres## Grønt Lolland med et godt miljø ##
Satsning på alternative energikilder med vind, vand, sol og bølgeenergi.
Aktiv naturpolitik, så borgere kan benytte og beskytte naturen","Socialudvalgsformand i Lolland
Borgmester i 12 år I Rødby Kommune
Viceborgmester i 9 år
Medlem af Økonomiudvalg i 28 år
Formand for Danske Handicaporganisationer, Lolland",Udenfor arbejdsmarkedet,70 år,Bachelor-/diplomuddannelse,"2009, 2013"
0,Albertslund,1,albertslund,Susanne,4405,False,Blomsterberg,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4405-Susanne-Blomsterberg-a.jpg,A. Socialdemokratiet,Ole Marqweis,/kandidater/kv17/ole-marqweis,Lolland,"## Vækst ##
Vækst er forudsætning for velfærd derfor skal Lolland Kommune være en erhvervsvenlig kommune med hurtig og servicemindet behandling af
erhvervssager.
Alle unge skal mindst have en erhvervsfaglig uddannelse.
En folkeskole som ingen forlader med under 2 i dansk og matematik.
Der skal titrækkes højtuddannede borgere til kommunen.
## Velfærd ##
Lolland Kommune har gennem en lang årrække været vanskeligt stillet. 
Der er ved at være lys for enden af tunelen (forbindelsen til Tyskland), den situation skal udnyttes at skabe flere virksomheder med højværdi produkter og serviceydelser - det vil bidrage til at skabe velstand i kommunen - det har vi behov for. ## Værdighed ##
Alle borgere i kommunen skal behandles med værdighed.
De der har behov for sociale ydelser (personlig hjælp) skal have den leveret på en værdig og kompetent måde.
Private leverandører af sociale ydelser (hjemmehjælp) skal vejes og måles - det skal være kvalitet og ikke kun økonomi der tæller.","Gift med Jette, har 3 børn samt 4 børnebørn.
Uddannet klejnsmed i 1967.
Uddannet skibs- og maskiningeniør i 1973.
Sluttede erhvervskarrieren i 2010 som lektor på erhvervsskolen CELF.",Udenfor arbejdsmarkedet,70 år,Bachelor-/diplomuddannelse,
425532413442521,Albertslund,1,albertslund,Rune Buhl,4404,False,Frederiksen,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4404-Rune-Buhl-Frederiksen-a.jpg,A. Socialdemokratiet,Haris Glamocak,/kandidater/kv17/haris-glamocak,Lolland,"## Politik i øjenhøjde - mere borgerinddragelse ##
Jeg ønsker mere borgerinddragelse i vores kommune og mener at byrådspolitik har et større potentiale i at være i øjenhøjde i forhold til regionspolitik og landspolitik der er længere væk fra borgerne. ## Varetagelse af de unges interesser i byrådet ##
Som ung kandidat ønsker jeg naturligvis også at varetage de unges interesser i byrådet. Jeg ønsker blandt andet at vi får et ungdomsråd i vores kommune. ## Mere vækst - flere arbejdspladser ##
Jeg vil kæmpe for mere vækst i vores kommune  og dermed flere arbejdspladser så vi bliver en rigere kommune. ","Socialrådgiverstuderende 2016 - 2020
Kasserer for Danmarks Socialdemokratiske Ungdom i Lolland Kommune 2016 - 2017 
Formand for Danmarks Socialdemokratiske Ungdom i Lolland Kommune 2017 - 
Byrådskandidat for Socialdemokratiet i Lolland Kommune 2017",Studerende,24 år,Bachelor-/diplomuddannelse,
455553114441521,Albertslund,1,albertslund,Jørgen Nyborg,4397,False,Andreassen,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4397-Joergen-Nyborg-Andreassen-a.jpg,A. Socialdemokratiet,Holger Schou Rasmussen,/kandidater/kv17/Holger-Schou-Rasmussen,Lolland,,Holger Schou har desværre ikke skrevet sit CV,Borgmester,52 år,Bachelor-/diplomuddannelse,"2009, 2013"
113335553115155,Albertslund,1,albertslund,Lene,2876,False,Rygaard Jessen,Ø,Enhedslisten - De Rød-Grønne,http://www.altinget.dk/images/kv17/2876-Lene-Rygaard-Jessen-a.jpg,"V. Venstre, Danmarks Liberale Parti",Claus Jensen,/kandidater/kv17/Claus-Jensen,Greve,"## Børne og unge området. ##
Flere børnefamilier flytter til Greve, så jeg vil arbejde for:
• Flere daginstitutioner og flere dagplejemødre.  
• Pladsanvisning minimum tre måneder før brug af pladsen.  
• Forsat renovering af vores skoler og daginstitutioner.    
• Bedre fællesskab i skolerne, så det bliver det en god oplevelse at gå i skole.  
• Digital informatik, sociale medier og privatøkonomi som faste fag i folkeskolen
## Idræt er Greves DNA. ##
Greve skal blive en endnu bedre idrætskommune.  
• Udarbejde en vision, så vi kan højne og yderligere udvikle vores idrætsliv.   
Hvis penge ikke var et spørgsmål:  
• Rive hal 2 ned, og bygge en stor hal som har siddepladser til 2-4000 personer.  
•  Mod fodboldbanerne etableres lokaler til fodboldklubben i en ny hal.  ## Intergretion ##
Jeg mener, at vi i Greve skal vi stille krav om:
• Tilegnelse af danskkundskaber så man er tilgængelig for arbejdsmarkedet.
• Stille større krav med henblik på at blive integreret i vores samfund.    
• Som ny i Greve skal man kunne yde til vores fælles kasse, uanset hvor man måtte komme fra.
• Etablering af mentorordning
   ","Ansat hos Teleselskabet 3, som network designer.

Tidligere jobs: Banedanmark, Dansk Teknik Centre, Mobilix-Orange, Danske Telecom, Ascom

Uddannelse: uddannet Radio/elektronik mekaniker. Merkonom Grunduddannelse.",Privat ansat/selvstændig,43 år,Erhvervsuddannelse,2013
