answerString,constituency,constituency_id,constituency_slug,firstName,id,isPartyLeader,lastName,partyLetter,partyName,photoUrl,party,name,link,constituencies,causes,cv,Beskæftigelse,Alder,Uddannelse,Valgt i
242241531245322,Bornholm,29,bornholm,Jesper Lindstrøm,1866,False,Larsen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1866-Jesper-Lindstroem-Larsen-a.jpg,A. Socialdemokratiet,Preben Sandberg Pettersson,/kandidater/kv17/Preben-Sandberg-Pettersson,Furesø,"## Økonomi, Erhverv og beskæftigelse, natur, miljø og lokalsamfund ##
Der skal fortsat være styr på økonomien i Furesø og leveres god omsorgsfuld service til alle borgere og vi skal hjælpe dem, der ikke kan klare sig selv. Kommunen skal udvikles gennem aktiv erhvervspolitik, der skaber kanon erhvervsvilkår og flere arbejdspladser og gode rammer for børn, unge børnefamilier og ældre - og gode kultur-, idræts- og fritidstilbud. Skatten skal være lav og ikke højere end nødvendigt, hvilket sikres ved at drive kommunen effektivt.## Klima, miljø og energieffektivisering - stærke lokalsamfund ##
Furesø skal fortsat være en smuk attraktiv grøn kommune, der værner om naturværdierne og fører en ambitøs klima-, miljø og energipolitik, der fokuserer på at reducere ressourceforbruget og C02 udledningen. Vi skal fortsat omlægge til økologisk mad i daginstitutionerne, bruge lokalt producerede råvarer og involvere lokale virksomheder. Vi skal styrke lokalsamfundene og de locale foreninger.## Børn og unge - folkeskolereformen ##
Alle vores børn og unge har fortjent den bedste start på livet. Jeg vil kæmpe for at bryde den negative sociale arv og give alle børn og unge mod på livet og på at blive en del af fællesskabet. Vi skal fortsat investere i daginstitutioner og folkeskolen og sammen med lærere og pædagoger styrke fagligheden og kompetencerne til at tage del i samfundet, uddannelsessystemet og erhvervslivet.","Byrådsmedlem og Udvalgsformand i Furesø fra 2010. Viceborgmester fra 2013
Statsstøttechef i Erhvervs- og Vækstministeriet
Arbejdet 7½ år som ministeråd i Bruxelles (EU)
Gift med Jytte og far til Marie, Christopher og William, og vi har boet i Værløse / Furesø i 15 år, og er glade for det. 
Cand.mag., b.scient adm. og MBA",Offentligt ansat,60 år,Kandidatuddannelse,"2009, 2013"
111234432234424,Bornholm,29,bornholm,Bente,1860,False,Helms,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1860-Bente-Helms-a.jpg,"V. Venstre, Danmarks Liberale Parti",Morten Skovgaard,/kandidater/kv17/Morten-Skovgaard,Frederikssund,"## Vi skal udvikle Frederikssund kommune! ##

Et levende og trygt fritidsliv, hvor vi sammen fortsætter den udvikling der er igangsat i vores kommune.
Gode rammer for et indholdsrigt ældreliv i hele kommunen. Vores folkeskole skal sikre at vores børn får de nødvendige kundskaber til at gennemføre en ungdomsuddannelse. ## Lettere adgang til kommunens faciliteter som forening og borger. ##
Det skal være lettere at være borger, forening  og virksomhed i Frederikssund! Man skal kun have én kontaktperson, som kan hjælpe med det man måtte have behov hjælp til.## Respekt for forskellighed! ##
Der skal være plads til, at vi som borgere ikke er ens og derfor har forskellige behov. Vi skal ikke puttes i administrative kasser, men skal understøttes ud fra den person vi er. Uanset om man er ung eller gammel.","Politikommisær, afdelingsleder.
Byrådsmedlem
Formand for Fritidsudvalget",Offentligt ansat,50 år,Bachelor-/diplomuddannelse,2013
0,Bornholm,29,bornholm,Margrethe,1870,False,Kjellberg,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1870-Margrethe-Kjellberg-a.jpg,A. Socialdemokratiet,Simon Villumsen,/kandidater/kv17/simon-vedel-villumsen,Furesø,"## Renovering af vores folkeskoler ##
## Opnormering i folkeskolen og daginstitutionerne ##
## Styrkelse af de små lokalsamfund ##
",Arbejdet i fagbevægelse i de sidste 8 år. Før det arbejdet som tømrersvend,Privat ansat/selvstændig,35 år,Erhvervsuddannelse,
113355451345314,Bornholm,29,bornholm,Bjarne,1861,False,Westerdahl,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1861-Bjarne-Carsten-Westerdahl-a.jpg,Ø. Enhedslisten - De Rød-Grønne,Pelle Erik Andersen-Harild,/kandidater/kv17/Pelle-Erik-Andersen-Harild,Frederikssund,"## Miljø og Natur ##
Miljøet og naturen er hårdt presset.  Det konventionelle landbrug med de multinationale pesticid og kunstgødningskoncerner ødelægger naturen - f.eks de vilde bier - og forurener grundvandet.  Naturen er presset til det yderste.  Vi et det land i verden, det har mest landbrugsland - 62 procent er under plov.  Også på havet drives der rovdrift.  Kommunerne kan fremme økologisk drift og købe økologis## Klima ##
Ændringer i klima vil berøre alle.  Det internationale samarbejde (Paris aftalen) ligger i ruiner.  Kommunerne kan kun gøre lidt.  Staten skal på banen.  Udnyttelse af geotermisk energi (varmen i dybe jordlag) kan hjælpe lidt.  Klimavenligt byggeri - f.eks byggeri med tegl i stedet for beton og stål) kan kræves af kommunen ved nybyggeri## Indlicitering ##
Mange kommunale opgaver er blevet udliciteret - f.eks vej og park.  Det giver et dårlige resultat end hvis kommunen selv løser opgaven.  Private selskaber skal tjene  penge.  Det kan de kun ved at yde ringere eller ved at udnytte arbejdskraften mere intensivt.  Begge dele er skidt og kan føre til nedslidning.",Pelle Erik har desværre ikke skrevet sit CV,Udenfor arbejdsmarkedet,72 år,Gymnasial uddannelse,2013
232244342233433,Bornholm,29,bornholm,Lykke,1868,False,Jensen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1868-Lykke-Jensen-a.jpg,A. Socialdemokratiet,Niels Bjerre Degn,/kandidater/kv17/Niels-Bjerre-Degn,Furesø,"## Folkeskolen skal være et godt sted for alle børn. ##
Børn der trives og er i det rette tilbud, lærer bedre, 

Derfor vil jeg arbejde for:

⦁ at ingen børn må udsættes  for mobning, 

⦁ flere ressourcer til holddeling og skole/hjemsamarbejde for udsatte børn

⦁ Inklusion når det er i det enkelte barns tarv

⦁ børn der ikke drager fordel af inklusion skal guides til tilbud der ikke kan tilbydes i den almenlige folkeskole.
## Fra passiv forsørgelse til inkluderende fællesskab på arbejdsmarkedet ##
 Unge der ikke kommer i job inden de er fyldt 30, har svært  ved  at få fodfæste på arbejdsmarkedet, 

Derfor vil jeg arbejde for:

⦁ at unge der kan, skal hjælpes til uddannelse eller i job. 

⦁ konsekvent tidlig og målrettet indsats. 

⦁  at skærpe fokus på unge der har forladt folkeskolen men aldrig er kommet i arbejde.

## En værdig alderdom for alle ældre. ##
Ikke alle ældre har overskuddet til at bede om den hjælp, de har brug for, 

Derfor vil jeg arbejde for:

⦁ at  Furesø  Kommune gør en særlig indsats for at komme i dialog med ældre, som ikke selv har overskud eller pårørende der kan tale deres sag  

⦁ at alle ældre får den hjælp de behøver og dermed sikres en god og værdig alderdom
",Niels Bjerre har desværre ikke skrevet sit CV,Offentligt ansat,53 år,Bachelor-/diplomuddannelse,2013
113255552125354,Bornholm,29,bornholm,Per Ole,1871,False,Petersen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/1871-Per-Ole-Petersen-a.jpg,A. Socialdemokratiet,Hasan Yilmaz,/kandidater/kv17/Hasan-Yilmaz,Furesø,,Hasan har desværre ikke skrevet sit CV,Privat ansat/selvstændig,42 år,Erhvervsuddannelse,2013
122145215444541,Bornholm,29,bornholm,Linda Kofoed,4123,False,Persson,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/4123-Linda-Kofoed-Persson-a.jpg,N. Nyt Stevns,Helle Lykke Juul,/kandidater/kv17/helle-lykke-juul,Stevns,,Helle har desværre ikke skrevet sit CV,Ikke oplyst,,,
122212425315541,Bornholm,29,bornholm,Torben,4124,False,Rønne-Larsen,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/4124-Torben-Roenne-Larsen-a.jpg,N. Nyt Stevns,Rehné Høst Altenburg,/kandidater/kv17/rehne-hoest-altenburg,Stevns,"## Ældre ##
Flere varme hænder i ældreplejen , bedre og mere indbydende mad 
## Børn og unge ##
Bedre nomeringer i daginstitutioner, færre elever i klasserne, flere fritidstilbud , bedre transportmuligheder til uddannelessesinstitutioner ## De ledige og sociale udsatte ##
Bedre tilbud til de arbejdsløse så som efteruddannelse ,muglighed for seniorordning ","Uddannet værktøjsmager , har siden arbejdet med stålmontage bla. Køge sygehus  og som rejsemontør og supervejser i Indien og USA",Udenfor arbejdsmarkedet,61 år,Erhvervsuddannelse,
315354433145343,Bornholm,29,bornholm,Carsten,4470,False,Scheibye,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4470-Carsten-Scheibye-a.jpg,P. Din Stemme,Kim Frederiksen,/kandidater/kv17/kim-frederiksen,Lolland,,Kim har desværre ikke skrevet sit CV,Ikke oplyst,,,
0,Bornholm,29,bornholm,Brian,4473,False,Kofoed,V,"Venstre, Danmarks Liberale Parti",,U. Udkantsdanmark,Nicolai Andersen,/kandidater/kv17/nicolai-andersen,Lolland,,Nicolai har desværre ikke skrevet sit CV,Ikke oplyst,,,
334524421344351,Bornholm,29,bornholm,Else Merete,4472,False,Knoop,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4472-Else-Merete-Knoop-a.jpg,U. Udkantsdanmark,Sebastijan Dzemail,/kandidater/kv17/sebastijan-dzemail,Lolland,,Sebastijan har desværre ikke skrevet sit CV,Ikke oplyst,,,
111125551115255,Bornholm,29,bornholm,Peter,3267,False,Andersen,Ø,Enhedslisten - De Rød-Grønne,http://www.altinget.dk/images/kv17/,A. Socialdemokratiet,Bente Blumensaat,/kandidater/kv17/bente-blumensaat,Lejre,"## Vores børn og unge ##
Jeg vil være med til at fortsat holde fokus på, at alle børn og unge trives og udvikler sig. Børn og unge skal have udvikling for både krop og sjæl, og i Lejre kommune er der gode muligheder for at bruge naturen i undervisningen, så både kroppen, sanserne og intellektet stimuleres.
De børn, som ikke kan være en del af de almene tilbud, skal have  et andre passende tilbud.## Vores borgere, med brug for en håndsrækning ##
Det er vigtigt, at alle, som har behov, får en håndsrækning, hvis deres eksistensgrundlag forsvinder, og de ikke længere kan klare udgifterne til bolig, mad og tøj.
Jeg vil arbejde for, at alle i den situation oplever at få en effektiv og relevant behandling, så deres liv og familie kan hænge sammen.
Jeg ønsker, at alle får en venlig og korrekt sagsbehandling, og at den varetages af en stabil gr## Vores fritid og fælles kultur ##
Jeg vil arbejde for, at der kan dyrkes mere individuelle aktiviteter, og at borgere kan udnytte faciliteterne på alle tider af døgnet. Fleksibiliteten stiller krav til vores idrætsanlæg, hvorfor fremtidens udbygninger skal sikre multifunktionalitet og dermed anvendelse til mange forskellige formål.
Jeg vil arbejde for, at de frivillige organisationer får de bedst mulige vilkår at arbejder under, ","Erhvervsmæssigt:
Uddannet på kontor hos en entreprenør
Foged og skifteretten i Randers og Mariager
Revisionskontor på Bornholm.
Roskilde kommune på Børn og ungeområdet, og fik uddannelsen som socialformidler (Socialrådgiver). Efter Socialformidleruddannelsen
KMD, hvor jeg arbejdede med IT-systemer til kommuner på det socialområde
Frederikssund kommune i Familieafdelingen, som rådgiver først i Ungeteamet og nu i Handicapteamet.",Ikke oplyst,58 år,Bachelor-/diplomuddannelse,
343255242145225,Brøndby,3,broendby,Louise Vinther,1897,False,Alis,B,Radikale Venstre,http://www.altinget.dk/images/kv17/1897-Louise-Vinther-Alis-a.jpg,C. Det Konservative Folkeparti,Jacob Mortensen,/kandidater/kv17/jacob-mortensen,Furesø,,Jacob har desværre ikke skrevet sit CV,Ikke oplyst,,,
334444113453351,Brøndby,3,broendby,Tommy Wohlers,3798,False,Sørensen,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/3798-Tommy-Wohlers-Soerensen-a.png,C. Det Konservative Folkeparti,Robert Kronberg,/kandidater/kv17/Robert-Kronberg,Slagelse,"## Kvalitet fremfor servicemål ##
Uanset om der er tale om en arbejdsprøvning i et ressourceforløb eller en række indgreb i et behandlingsforløb, så skal det overordnet måles på den kvalitet, som borgeren oplever. Derfor er kvalitet fremfor servicemål et vigtigt pejlemærke for mig i Region Sjælland og Slagelse Kommune.## Ordentlighed overfor syge og ældre ##
Målet skal være gode løsninger for både borger og kommune/region, og borgerens egne initiativer skal belønnes, mens krumspring skal håndteres. Lov og silotænkning må aldrig benyttes som værn imod borgeren, og borgeren må aldrig komme i en situation, hvor han eller hun farer vild i en labyrint af lukkede døre.## Fleksibilitet indenfor vækst og erhverv ##
Velstand, velfærd og tryghed kræver flere og bedre arbejdspladser, og det kræver høj vækst i erhvervslivet og flere uddannelsestilbud. Derfor skal vi styrke Slagelse Kommune som uddannelsesbyer, skabe bedre vilkår for erhvervslivet og sikre flere arbejdspladser. Det skal ske ved at være mere fleksible og ved at overlade de erhvervsrettede udviklingsopgaver til erhvervscentret.","Jeg har studeret teologi på Københavns Universitet, hvor jeg har studeret på kandidatuddannelsen, og jeg har boet og arbejdet som henholdsvis direktør og selvstændig i Sydøstasien i 13 år, men er nu tilbage i Danmark, hvor jeg arbejder som tekstforfatter og freelancekonsulent. Derudover er jeg menighedsrådsmedlem i Sct. Mikkels Kirke i Slagelse midtby og bestyrelsesmedlem i Slagelse Kirkegårde.",Privat ansat/selvstændig,50 år,Bachelor-/diplomuddannelse,
141144543155154,Brøndby,3,broendby,Vagn,964,False,Kjær-Hansen,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/964-Vagn-Kjaer-Hansen-a.jpg,F. SF - Socialistisk Folkeparti,Jan Kjær,/kandidater/kv17/Jan-Kjær,Høje-Taastrup,"## bedre nomering i daginstituationer ##
Kæmper for der skal flere hænder i vores daginstituationer, for hver 6 barn i børnehave skal der være en voksen og på hvert 3 barn i vuggestuer## ældre ##
Ældre skal have en værdig alderdom derfor skal vi bl.a bygge demens landsby og andre ældre skal vi være sikker på ikke møder nye hjemmehjælper hver dag.## affaldssortering ##
Høje Taastrup kommune skal have øget affaldssortering så vi sikre at vores organiske affald bliver sorteret fra alt andet affald.","Jan Kjær (SF) er spidskandidat for SF ved det kommende kommunalvalg. I partiet bestrider han posten som formand for SF Høje-Taastrup. Civilt er Jan Kjær såvel salgschef, som han driver en dyrehandel med sin mand, Henrik Malchow Kjær, i Hedehusene, som i øvrigt også stiller op for SF til Høje-Taastrup Byråd.",Privat ansat/selvstændig,40 år,10. klasse,
132255323134153,Brøndby,3,broendby,Alexander,960,False,Bruhn Johansen,F,SF - Socialistisk Folkeparti,http://www.altinget.dk/images/kv17/960-Alexander-Christian-Johansen-a.jpg,C. Det Konservative Folkeparti,Lone Simonsen,/kandidater/kv17/Lone-Simonsen,Høje-Taastrup,,Lone har desværre ikke skrevet sit CV,Privat ansat/selvstændig,,,
555512523553451,Brøndby,3,broendby,Carsten,2321,False,Zacho,I,Liberal Alliance,http://www.altinget.dk/images/kv17/2321-Carsten-Zacho-a.jpg,"V. Venstre, Danmarks Liberale Parti",Thomas Elong,/kandidater/kv17/Thomas-Elong,Hillerød,"## Erhvervslivets vilkår ##
Efter seks år i bestyrelsen for Hillerøds erhvervsforening C4, hvor de sidste tre år er som bestyrelsesformand, har jeg fået en indsigt i erhvervslivets vilkår og det vil jeg optimere herunder nedsætte behandlingstider og omkostningerne.## Folkeskolen ##
Undersøgelser viser at grundlaget til videre uddannelse afgøres allerede i folkeskolens tidligere år og indsatsen overfor både elev og forældre, bør understøttes yderligere for at sikre at alle elever består folkeskolen.## Beskæftigelsen ##
Via netværk og fælles ansvar skal antallet af ledige begrænses til et minimum. En fælles indsats på tværs af borgere, kommune og interesseorganisationer skal enhver ledig behandles med seriøsitet og respekt. Ledige med flaskehals erfaringer motiveres til uddannelse og omstillingsparathed.","2005- Direktør i Skousen Hillerød
2003-2005 Funktionschef i Coop
2002-2003 Butikschef i Jysk
1997-2001 Officer i Forsyningstropperne, Farum Kasserne",Privat ansat/selvstændig,41 år,Erhvervsuddannelse,2013
0,Brøndby,3,broendby,Martin,3788,False,Tidsvilde,L,Lavere Skatter og Afgifter,http://www.altinget.dk/images/kv17/,B. Radikale Venstre,Poul Arne Bødker,/kandidater/kv17/Poul-Arne-Spens-Bødker,Slagelse,"## Børn unge og uddannelse ##
Skolen skal sikre at alle børn bruger sine færdigheder bedst muligt og gøre dem klar til et samfund præget af stor forandring. Vi skal fokusere både på de traditionelle fag, dansk, matematik og sprog samt på kreativitet, samarbejdsevne, teknologi og innovation – det 21. århundredes kompetencer. Folkeskolen skal åbne sig for omverdenen: foreninger, erhvervsliv og uddannelsesinstitutioner.## Lige muligheder uanset hvem dine forældre er ##
Vi skal skabe muligheder for at alle kan få en uddannelse og efterfølgende et job, hvor man kan forsørge sig selv og bidrage til samfundet. Det kræver en tidlig, målrettet og koordineret indsats – særligt for børn og unge fra udsatte grupper. Der skal flere uddannede fagpersoner, bedre brobygning og tværgående indsatser, så alle børn og unge (0-25 år) får mulighed for at udvikle sit potentiale.## Bæredygtighed og grøn omstilling ##
Vi skal gå foran i den grønne omstilling for at sikre et bæredygtigt samfund. Vi skal ikke vente på at fremtiden viser vi tog fejl, men handle nu og undgå pesticider i miljøet.
Vi vil være i front med udvikling og afprøvning af nye grønne initiativer og finde egnede steder til vindmøller, solcelleanlæg, bølgeenergi, m.v. i tæt samarbejde med de lokale beboere, så de får medejerskab i projekterne.","Jeg er født på et husmandssted på Djursland. Jeg er uddannet matematik-økonom og arbejder som produktchef i en it-virksomhed i Ballerup. 
Jeg har siddet 10 år i skolebestyrelse, 8 år i ungdomsskolebestyrelse og i lokalforening, hovedbestyrelse og forretningsudvalg for Skole og Samfund. Jeg er kasserer i RV’s lokalafdeling og suppleant til hovedbestyrelsen. Jeg synger i kor og underviser folkedans.",Privat ansat/selvstændig,57 år,Kandidatuddannelse,
521455215351412,Brøndby,3,broendby,Tom Bech,28,False,Fredriksen,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/28-Tom-Bech-Fredriksen-a.jpg,C. Det Konservative Folkeparti,Kim Lippert,/kandidater/kv17/kim-lippert,Albertslund,"## Handicapområdet ##
Frihed,også med handicap.. en mærkesag for Konservative og for mig.Frihed til at dels helt konkret,at være istand til at kunne færdes i sin egen by,uden forhindringer.Og frihed til at være Herre i sit eget liv.Kort sagt mennesket frem for systemet.Ingen andre mennesker må,foruden deres handicap,finde sig i så megen formynderi og bureaukrati fra systemet som disse.## Rigtigt mad på vort plejehjem ##
For mig personligt er det dybt uforståeligt at et flertal i kb prioriterede energibesparende foranstaltninger fremfor et rigtigt køkken,med duft smag og aktivitets muligheder Stik imod hvad al forskning er fremkommet med af beviser på hvad god gammeldags mad gør for vores ældste.Uværdigt at behandle dem sådant## Politisk mod contra administrationen ##
En kommunalpolitikers beslutninger har betydning for alle mennesker i byen nogle gange med  ganske fatale konsekvenser dette må man som politiker have mod til at stå på mål for i stedet for at gemme sig bag administrative argumenter.","Uddannet socialpædagog Arbejdet indenfor specialområdet i 29 år.6 års ansættelse som lærer med specialkompetancer,indenfor 2-sprogsundervisning.Nu selvstændig virksomhed.",Privat ansat/selvstændig,,Gymnasial uddannelse,
141155515414445,Brøndby,3,broendby,Ole Valsgaard,27,False,Hansen,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/27-Ole-Valsgaard-Hansen-a.jpg,C. Det Konservative Folkeparti,Billal Zahoor,/kandidater/kv17/Billal-Zahoor,Albertslund,"## Sund ØKONOMI ##
Bedre og mere effektiv økonomistyring
i kommunens forvaltninger med henblik på at sænke skatten uden at forringe serviceniveauet.## Innovativt ERHVERVSKLIMA ##
Lancering af en offensiv vækstpolitik, hvor tiltrækning af nye virksomheder til kommunen skal opprioriteres.
","Jeg er 40 år gammel, uddannet revisor/ cand.merc.aud. fra CBS, gift og far til 3 skønne piger på henholdsvis 5 år, 2 år og 10 mdr.",Privat ansat/selvstændig,41 år,Kandidatuddannelse,
113555315553531,Brøndby,3,broendby,Lotte,32,False,Marnow,O,Dansk Folkeparti,http://www.altinget.dk/images/kv17/32-Lise-Lotte-Lebrecht-Marnow-a.jpg,F. SF - Socialistisk Folkeparti,Birgit Hauer,/kandidater/kv17/Birgit-Hauer,Albertslund,"## Alle børn skal sikres en god opvækst. ##
I skoler og daginstitutioner skal der være voksne nok og tid nok til at sikre udvikling og læring, også for børn der har brug for specielle hensyn. Kommunen skal være bedre til at opdage og hjælpe, når børn mistrives, eller familier er i krise. Én pædagog pr 3 vuggestuebørn eller 6 børnehavebørn. Højst 24 elever i skoleklasserne og flere timer med to voksne. Højst 55 sager til hver socialrådgiver.## Klimatilpasning giver mere livskvalitet. ##
Hensyn til klimaet skal være retningsgivende for alle kommunens opgaver. Høje miljøkrav til forsyning af vand, varme og el. Affaldssortering og genbrug. Ukrudt bekæmpes uden gift. Bæredygtig indkøbspolitik, f.eks. ingen mikroplast, Ingen investeringer i fossilbranchen. Byggeri efter højeste miljøstandarder. Cykelstier og prioritering af kollektiv transport. Det skal være nemt at leve miljørigtigt.## Borgerinddragelse løser opgaverne bedre. ##
Borgernes ideer skal tages op i kommunalbestyrelsen. Der skal indsamles erfaringer, når borgere har været gennem sundhedssystemet. I støjplagede boligområder findes de bedste løsninger ved at tage borgerne med på råd. Kommunen skal benytte sine ansattes faglige indsigt bedre, og arbejdsmiljøet skal tages alvorligt. Som frivillig skal man inddrages men ikke udnyttes som gratis arbejdskraft.","Jeg sad i kommunalbestyrelsen i Albertslund i 2010- 2013 og vil gerne igen være med til at udvikle vores kommune. Jeg har en baggrund som håndværker. Efter 10 år som maskinarbejder  tog jeg lærereksamen og har bl.a. arbejdet på skoler i Albertslund. Da vores dreng var tilpas stor, tilbød min mand og jeg os som weekendaflastning, og vi har haft stor glæde -og udfordringer- af de børn vi har passet",Offentligt ansat,59 år,Erhvervsuddannelse,2009
444455411155544,Brøndby,3,broendby,Inge-Lise,4484,False,Juel Hansen,V,"Venstre, Danmarks Liberale Parti",http://www.altinget.dk/images/kv17/4484-Inge-Lise-Juel-Hansen-a.jpg,"V. Venstre, Danmarks Liberale Parti",Talat Hussain,/kandidater/kv17/talat-hussain,Lolland,,Talat har desværre ikke skrevet sit CV,Ikke oplyst,,,
111155541115255,Brøndby,3,broendby,Steen,2897,False,Andersen,Ø,Enhedslisten - De Rød-Grønne,http://www.altinget.dk/images/kv17/2897-2897-Steen-Andersen-a.jpg,Ø. Enhedslisten - De Rød-Grønne,Annette Nielsen,/kandidater/kv17/Annette-Nielsen,Greve,"## Beskæftigelses politik ##
Jeg er selv ramt af kronisk sygdom og i ressourceforløb. Og vil derfor gerne kæmpe for bedre og nemmere tilkendelse af fleksjob og førtidspension. Lovgivningen skal ændres således at det er det hele menneske der bliver hjulpet på vej enten mod fleksjob eller førtidspension.  En værdig og saglig sagsbehandling uden det tager mange år at blive udredt. ## Skolepolitik ##
Bedre og mere indholdsrig undervisning, til børn med særlige behov således, at de får en bedre skolegang, som giver dem muligheder når de skal videre i deres voksen liv.",Annette har desværre ikke skrevet sit CV,Udenfor arbejdsmarkedet,48 år,Gymnasial uddannelse,
0,Brøndby,3,broendby,Fatih,2695,False,Baran,Ø,Enhedslisten - De Rød-Grønne,http://www.altinget.dk/images/kv17/2695-Fatih-Baran-a.jpg,"V. Venstre, Danmarks Liberale Parti",Jacob Schødt Larsen,/kandidater/kv17/jacob-schoedt-larsen,Bornholm,"## Tilflytning ##
Fortsat at tiltrække potentielle tilflyttere og meget
gerne børnefamilier. De skal bidrage med vigtig arbejdskraft,
og vi kan øge børnetallet på øen. Dette
er vigtige elementer i Bornholms fremtid!## Familiepolitik ##
Vi skal tilbyde den børnepasning, som forældrene
ønsker. Fastholde muligheden for tilskud til pasning
af eget barn i hjemmet. Derudover en større fleksibilitet
i institutionerne, så forældre med skiftende
arbejdstider har mulighed for pasning. ## Handelslivet i Rønne ##
Bedre parkeringsmuligheder i Rønne centrum til
gavn for de handlende. Med et parkeringshus vil
det blive muligt at udvikle og gøre bymidten mere
attraktiv. Især i højsæsonen vil det gavne turismen
og øens befolkning at man nemt kan finde en
parkeringsplads, når der skal handles i byen.
Jeg vil arbejde for bedre parkerings forhold i Rønne","Uddannelser: 
Skibsfører, Politibetjent.
Jobs: 
Skibsfører, styrmand, skibs-assistent, politibetjent.
Bopæl:
Pt. Rønne. Tidligere Svendborg, Odense, Fredericia, Haderup (Midtjylland)",Privat ansat/selvstændig,,Bachelor-/diplomuddannelse,
223152533145123,Brønderslev,57,broenderslev,Lene,3152,False,Hansen,A,Socialdemokratiet,http://www.altinget.dk/images/kv17/3152-Lene-Hansen-a.jpg,A. Socialdemokratiet,Lissie Kirk,/kandidater/kv17/Lissie-Kirk,Køge,"## Erhverv og Beskæftigelse ##
Der er skabt mange nye arbejdspladser, men mange er også faldet ud af dagpengesystemet, og her er jeg optaget af om ikke vi kunne have gjort det bedre og ikke mindst fremover skal have et stort fokus på de ledige, så de har/får de rette kompetencer. Vi skal i højere grad end nu samarbejde med erhvervsskolerne om at skabe endnu flere iværksættere. Fortsat fokus på iværksætteri er vigtig. ## Ældre, handicap og udsathed ##
Hvorfor ikke invitere børn fra børnehaver og SFO ind hos de ældre på plejecentrene? Så kan de hygge sig sammen med sang, og fortællinger om livet før og nu.
Jeg vil arbejde for at fastholde og gerne udvide fritids- og aktivitetstilbud til vores handicappede og udsatte borgere. Jeg ser gerne Køge Kommune som ""fødselshjælper"" til netværksgrupper for pårørende. De har brug for støtte og aflastning.## Lokalsamfund og landsbyer i Køge Kommune ##
Det er vigtigt for mig, at vi blandt andet med udspring i bydelsplanerne, har fokus på forskønnelse og udvikling af vores byer med respekt for vores lokale forskelligheder. Det skal ske i samarbejde med borgerforeninger og landsbylaug/Landsbyforum Jeg arbejder for at der afsættes midler til at gennemføre konkrete forslag i byerne og landsbyerne","Uddannet smørrebrødsjomfru.  
Pædagogmedhjælper.
Fængselsfunktionær Vridsløse
Socialrådgiver ansat i fagbevægelsen
Selvstændig socialrådgiver
Socialrådgiver ansat 3F Midt & Østsjælland",Privat ansat/selvstændig,58 år,Bachelor-/diplomuddannelse,"2009, 2013"
343445515253451,Brønderslev,57,broenderslev,Karsten,221,False,Frederiksen,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/221-Karsten-Frederiksen-a.jpg,O. Dansk Folkeparti,Henrik Bach,/kandidater/kv17/Henrik-Bach,Brøndby,"## JA til at vores ældre medborgere får et værdigt og trygt liv, som de har krav og forventning på. ##
## JA til at kommunens skolers og institutioners læring og kvalitet er høj ##
## JA til Jobcentre bliver dit værktøj ##
Jeg ønsker at gøre en forskel indenfor kommunal arbejdsmarkedspolitik. D.v.s, at Brøndby Kommune skal og vil være din aktive samarbejdspartner til at finde dit næste job eller uddannelse proaktivt sammen med dig.",Henrik har desværre ikke skrevet sit CV,Ikke oplyst,52 år,Kandidatuddannelse,
544445323153451,Brønderslev,57,broenderslev,Ole Agger,222,False,Hansen,C,Det Konservative Folkeparti,http://www.altinget.dk/images/kv17/222-Ole-Agger-Hansen-a.jpg,O. Dansk Folkeparti,Lotte Marnow,/kandidater/kv17/Lise-Lotte-Lebrecht-Marnow,Brøndby,"## Et værdigt liv - hele livet ##
For mig er det vigtigt, at uanset hvor i livet du er, så får
du den hjælp og støtte, du har behov for.
Er det i børnehaven skal bl.a. dit sprog stimuleres, er det
i skolen skal din læring være i top.
## Et værdigt liv - hele livet ##
Er du på arbejdsmarkedet, og du bliver syg, skal du
støttes i at komme hurtigt tilbage, er du arbejdsløs, skal
du hurtigt tilbage.
## Et værdigt liv - hele livet ##
Er du handicappet, skal du støttes, hvor der er behov for
det.
Når du bliver pensionist, skal du have hjælp, hvis du ikke
kan klare dig selv.
",Lotte har desværre ikke skrevet sit CV,Udenfor arbejdsmarkedet,,,
